Facilityid,Sitenumber,Facilityname,Facilityaddress1,Facilityaddress2,Facilitycity,Facilityzip,Facilitycounty,Casemanager,Section,Casedescription,Cause,Discoverydate,Currentstatus,Productreleased,Company,Ownercontact,Caccontact,Contacttitle,Caccompany,Howdiscovered
2620042,1,E-Z STOP FOOD MART 4,S MAIN ST,,Sweetwater,37874,Monroe,Wayne Clifford,FO,See Case 1 and 2,1 Spill,DEC-12-1990,8 Case Closed,,CALLOWAY OIL COMPANY, , ,,Calloway Oil Company,1 At Closure
2620042,2,VALLEY MART #7,404 S MAIN ST,,Sweetwater,37874,Monroe,Wayne Clifford,FO,See Case 1 and 2,6 Mechanical Failure,OCT-19-1999,8 Case Closed,,SWEETWATER VALLEY OIL CO., ,,,,2 Release Detection
2620047,1,SHORTY'S MARKET,RT 3 BOX 331 A,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,MABLE FREEMAN, ,,,,
2620047,2,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,Suspected Release,,JUN-14-2013,8 Case Closed,,,,,,,2 Release Detection
2620047,3,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Angela Wood,FO,,,,0a Suspected Release - Closed,,,,,,,
2620047,4,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,,,,0a Suspected Release - Closed,,,,,,,
2620047,5,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive results for Tank #2 (8k Regular),,,0a Suspected Release - Closed,,,,,,,
2620047,6,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive results for Tank #2 (8k Regular),,,0a Suspected Release - Closed,,,,,,,
2620047,7,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Tank #2A (8k Regular) had two consecutive inconclusive SIR results,,,0a Suspected Release - Closed,,,,,,,
2620047,8,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive results for Tank #2 (8k Regular),,,0a Suspected Release - Closed,,,,,,,
2620047,9,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Tank #2A (8k Regular) had two consecutive inconclusive SIR results,,,0a Suspected Release - Closed,,,,,,,
2620047,10,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive SIR results for Tank #2 (8k Regular),,,0a Suspected Release - Closed,,,,,,,
2620047,11,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,12,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #1 (8k Premium) and #2 (8k Regular),,,0a Suspected Release - Closed,,,,,,,
2620047,13,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #1 (8k Gasoline) and #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,14,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #1 (8k Gasoline) and #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,15,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,16,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,17,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Fail SIR for Tank #1 (Premium) and 2 Inconclusive for Tank #2 (E10 RUL),,,0a Suspected Release - Closed,,,,,,,
2730091,3,Kay Mart #2,635 Old Roane Street,,Harriman,37748,Roane,Wayne Clifford,FO,,,,0a Suspected Release - Closed,,,,,,,
2620047,18,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,19,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,20,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #1 (8k Gasoline) and #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,21,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #1 (8k Gasoline) and #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,22,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Two consecutive inconclusive on Tank #1 (8k Gasoline) and #2 (8k Gasoline),,,0a Suspected Release - Closed,,,,,,,
2620047,23,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Failing SIR result for Tank #2 (100% Regular),,,0a Suspected Release - Closed,,,,,,,
2620047,24,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Kyle Beverly,FO,Tank 2A (8000 gallons regular) September fail.   ,,,0a Suspected Release - Closed,,,,,,,
2620047,25,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Kyle Beverly,FO,Tank 2A (8000 gallons regular) October 2020 fail.   ,,,0a Suspected Release - Closed,,,,,,,
2620047,26,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Kyle Beverly,FO,"Tank 2A tank (8,000 gallon Regular) Inconclusive results from October & November 2020.",,,0a Suspected Release - Closed,,,,,,,
2620047,27,Shorty's Market,104 Rafter Road,,Tellico Plains,37385,Monroe,Kyle Beverly,FO,"Tank 2A (8,000 gallon Regular) two inconclusive SIR results from November & December 2020. ",,,0a Suspected Release - Closed,,,,,,,
2620048,1,FRERICHS GROCERY,253 EPPERSON ROAD,,Tellico Plains,37385,Monroe,Susan Watts,LT-SL-CR,04/08/2020 AFP memo,,,1a Completed Tank Closure,,"SHANKLE OIL CO., INC.-Leonard Ro", ,Matt Teglas,,"Wingfield Environmental, Inc.",
2620053,1,TELLICO RIVER HARDWOOD INC,325 Bank Street,,Tellico Plains,37385,Monroe,Stephen Powlus,LT - SL,,,,1a Completed Tank Closure,,TELLICO RIVER HARDWOOD INC, ,Dave Pominski,,PM Environmental,
2620059,1,HOLCOMB GROCERY,355 COUNTRYSIDE LANE,,Madisonville,37354,Monroe,Carl Carlson,LT,,7 Unknown,NOV-16-1990,8 Case Closed,,"SHANKLE OIL CO., INC", ,David Pominski,,"PM Environmental, Inc.",1 At Closure
2620060,1,Holder Grocery,11328 Highway 68 South,,Tellico Plains,37385,Monroe,Carl Carlson,LT - SL,04/08/2020 AFP memo,,,1a Completed Tank Closure,,,,Greg Stephenson,,PM Environmental,
2620061,1,HACKNEY AMOCO #109 SWEETWATER,RT 5 BOX 43 HWY 68,,Sweetwater,37874,Monroe,Ravendra Awasthi,FO,,7 Unknown,MAR-07-1995,8 Case Closed,,HACKNEY PETROLEUM IN, , ,,Fox Environmental Services Div. of ESC,3 On-site Impact
2620072,1,LANCE'S UNION 76,BANK STREET,,Tellico Plains,37385,Monroe,Ryan Hyers,FO,,,,1a Completed Tank Closure,,EUGENE LANCE-OPERATOR, ,,,,
2620074,1,Leaseway Transportation Leasing,2230 Highway 11 North,,Sweetwater,37874,Monroe,Meghan Aronica,LT - SL,,,,1a Completed Tank Closure,,,,Dave Pominski,,PM Environmental,
2620075,1,LOST SEA INC,R R  2 LOST SEA PK,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,LOST SEA INC, ,,,,
2620076,1,MACKS EXXON,HWY 68,,Tellico Plains,37385,Monroe,Ryan Hyers,FO,,,,1a Completed Tank Closure,,MACK CARRINGER, ,,,,
2620083,1,MIKES MKT,UKN,,Venore,37801,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,CALLOWAY OIL COMPANY, ,,,,
2620084,1,MONROE COUNTY AIRPORT,350 Airport Road,,Madisonville,37354,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,MONROE COUNTY, ,,,,
2620085,1,MONROE FARMERS CO-OP,Town Square,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,Line Closure Only,,,1a Completed Tank Closure,,MONROE FARMERS COOPERATIVE, ,,,,
2620085,2,AgCentral Farmers Cooperative - Tellico Plains,803 Veterans Memorial Drive,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Removal of tanks and associated lines,,,1a Completed Tank Closure,,,,,,,
2620086,1,MONROE FARMERS COOPERATIVE,167 ANDERSON ST,,Madisonville,37874,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,MONROE FARMERS COOPE, ,,,,
2620086,2,FOOTHILLS FARMERS COOPERATIVE,626 Anderson St.,,Madisonville,37354,Monroe,Rick Huchison,FO,Failed ATG reports for Tank 6 and Tank 7B,,,8 Case Closed,,FOOTHILLS FARMERS CO-OP,Dale Broome,,,,
2620087,1,MONROE SERVICE STATION,130 COLLEGE ST.,,Madisonville,37354,Monroe,Ryan Hyers,,,,,1a Completed Tank Closure,,SHERMAN WATSON & AUSTIN MCDANIEL, ,,,,
2620089,1,MR ZIP INC OF TENN #515,1105 N MAIN ST,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,7 Unknown,JUN-03-1991,8 Case Closed,,"MR. ZIP, INC OF TENN", , ,,SPATCO Environmental,1 At Closure
2620089,2,T.J.'S FOOD MART,1105 North Main St.,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,,,8 Case Closed,,,,,,,
2620090,1,MURPHY'S GRO,HWY 68,,Madisonville,37354,Monroe,Ryan Hyers,FO,,,,8 Case Closed,,SEQUOYAH SER INC, ,,,,
2620092,1,NORWOOD HILL GROCERY,1503 RELIANCE ROAD,,Tellico Plains,37385,Monroe,Ryan Hyers,FO,,,,8 Case Closed,,CHRISTINE FREEMAN, ,,,,
2620092,2,NORWOOD HILL GROCERY,1503 Reliance Road,,Tellico Plains,37385,Monroe,Carl Carlson,LT - SL,,,,1a Completed Tank Closure,Gasoline,,, ,,"PM Environmental, Inc.",1 At Closure
2620094,1,"THE PANTRY, #293",401 N MAIN ST,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,7 Unknown,JUL-05-1989,8 Case Closed,,TIGER MARTS INC, ,,,,7 Environmental Audit
2620094,2,Circle K No. 2723601,708 South Main St.,,Sweetwater,37874,Monroe,David Stone,FO,"two consecutive months of inconclusive SIR results for Tank #1, 2, 3, and piping",,,8 Case Closed,,,,,,,
2620096,1,PAULS TOPFLITE SER STA,US HWY 411,,Madisonville,37354,Monroe,Ryan Hyers,FO,,,,8 Case Closed,,"LYNN A SLATON, INDIVIDUAL", ,,,,
2620098,1,PILOT OIL #220,4938 Hwy 411,,Madisonville,37354,Monroe,Ryan Hyers,FO,,,,8 Case Closed,,PILOT CORPORATION, ,,,,
2620098,2,PILOT OIL #220,4938 Highway 411,,Madisonville,37354,Monroe,Wayne Clifford,FO,water in gasoline,7 Unknown,OCT-10-2008,8 Case Closed,,,,,,,8 Other
2620098,3,PILOT OIL #220,4938 Highway 411,,Madisonville,37354,Monroe,Wayne Clifford,FO,Crack found in spill bucket.,1 Spill,JUL-22-2010,8 Case Closed,,,,,,,3 On-site Impact
2620098,4,ABC Convenience Store No. 18,4938 Highway 411,,Madisonville,37354,Monroe,Rick Huchison,FO,report of gasoline leaking from a drum into the grass,,,8 Case Closed,,,,,,,3 On-Site Impact
2620098,5,ABC Convenience Store No. 18,4938 Highway 411,,Madisonville,37354,Monroe,Kyle Beverly,FO,Diesel and 100% tanks had an unexplained presence of water. ,,,0a Suspected Release - Closed,,,,,,,
2620099,1,POND CREEK STORE,POND CREEK RD,,Sweetwater,37874,Monroe,Wayne Clifford,FO,Owner dispute,7 Unknown,DEC-12-1989,1a Completed Tank Closure,,SWIFTY OIL CO INC, ,,,,1 At Closure
2620100,1,QUICKWAY MKT,HWY 411 N,,Madisonville,37354,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,DAVID T HILL & STEVE, ,,,,
2620111,1,SOUTH CENTRAL MDVITNMT,HWY 11 AND PINE ST,,Madisonville,37354,Monroe,Wayne Clifford,FO,Diesel Emergency Generator Tank.,4 Corrosion,AUG-01-1996,8 Case Closed,,SOUTH CENTRAL BELL T, , ,,Cape,1 At Closure
2620117,1,SWEETWATER HOSPITAL ASSOC,304 WRIGHT ST,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,SWEETWATER HOSPITAL ASSOC, ,,,,
2620119,1,SWIFTY  MKT,HWY 411,,Madisonville,37354,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,"SHANKLE OIL CO., INC", ,,,,
2620120,1,IGR GRO,HWY 68,,Madisonville,37354,Monroe,Wayne Clifford,FO,,2 Overfill,FEB-12-1990,8 Case Closed,,KELLY SHEPHERD & SON, , ,,SPATCO Environmental,
2620122,1,TELLICO SELF SERVE,RT 4 BOX 3,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,TELLICO SELF SERVE, ,,,,
2620123,1,TELLICO TELEPHONE CO INC,102 SPENCE ST.,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,Tank Closure - Emergency Generator,,,1a Completed Tank Closure,,TELLICO TELEPHONE CO. INC, ,,,,
2620125,1,TENNESSEE PACKAGING DIV OF BUCKE,Longmeadow Road,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,,,8 Case Closed,,TENN PACKAGING DIV OF BUCKEYE, ,,,,
2620126,1,411 TEXACO S /S,HWY 411,,Madisonville,37354,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,KELLY SHEPHERD & SON'S INC, ,,,,
2620127,1,DIXIE TEXACO,N. MAIN ST,,Sweetwater,37874,Monroe,Ryan Hyers,FO,,7 Unknown,AUG-25-2004,8 Case Closed,,KELLY SHEPHERD & SON'S INC, ,,,,1 At Closure
2620128,1,THREE POINT MKT,720 COLLEGE STREET,,Madisonville,37354,Monroe,Adam Smith,FO,,,,1a Completed Tank Closure,,DAVID M PLEMONS, ,,,,
2620128,2,CORNER MARKET,720 College St.,,Madisonville,37354,Monroe,Rick Huchison,FO,Phase II ESA GW results exceeded DW ISL,,MAR-03-2010,8 Case Closed,,FREEDA MILLSAPS, ,Chris Christian,Mr.,"Wingfield Environmental, Inc.",7 Environmental Audit
2620128,3,Lucky Stop,720 College St.,,Madisonville,37354,Monroe,Steve Wilson,FO,,,MAY-15-2013,8 Case Closed,,,,,,,8 Other
2620128,4,Lucky Stop,720 College St.,,Madisonville,37354,Monroe,Rick Huchison,FO,Report of free product entering an adjacent stream,,,0a Suspected Release - Closed,,,,,,,8 Other
2620128,5,Three Point Food Mart,720 College St.,,Madisonville,37354,Monroe,Kyle Beverly,FO,"Tank 5A (6,000 gallon regular) December 2019 ATG Fail. Tank 5B (4,000 gallon premium) April 2020 ATG fail. ",,,0a Suspected Release - Closed,,,,,,,
2620130,1,TALL BEAR TRADING POST,806 Highway 165,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,"HAROLD HAWKINS, JR.", ,,,,
2620132,1,V & R TRADING POST,Fairview Road,,Tellico Plains,37385,Monroe,Ryan Hyers,FO,,,,8 Case Closed,,VERLIN STANRIDGE, ,,,,
2620133,1,VESTAL MFG CO,MAIN ST,,Sweetwater,37874,Monroe,Ryan Hyers,FO,tos,,,8 Case Closed,,SEQUOYAH SER INC, ,,,,
2620135,1,VIC'S TEXACO S/S,HWY 411,,Vonore,37885,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,KELLY SHEPHERD & SON'S INC, ,,,,
2620135,2,VIC'S TEXACO Service Station,Highway 411,,Vonore,37885,Monroe,Ryan Hyers,FO,,,,8 Case Closed,,Vic Kirkland, ,,,,
2620135,3,VIC'S TEXACO S.S,Highway 411,,Vonore,37885,Monroe,Wayne Clifford,FO,closure for 500 gall used oil,,,1a Completed Tank Closure,,,,,,,
2620135,4,Vic's Full Service,1128 Highway 411,,Vonore,37885,Monroe,Rick Huchison,FO,Enforcement -required UST system closure,,,1a Completed Tank Closure,,,,Matt Teglas,,"Teglas Environmental Group, LLC",
2620138,1,WELCH GRO,2656 BALL PLAY RD,,Madisonville,37354,Monroe,Carl Carlson,LT - SL,,,,1a Completed Tank Closure,,"SHANKLE OIL CO., INC.-Leonard Ro", ,Dave Pominski,,PM Environmental,
2620140,1,TELLICO RIVER TRADING POST,RT 3 RIVER HWY 165,,Tellico Plains,37385,Monroe,Jane Roach,ENF,,,,8 Case Closed,,TONY & ELIZABETH PAPA, ,,,,
2620141,1,WOOD'S TRUCK STOP,HWY 411,,Madisonville,37354,Monroe,Rick Huchison,LT - SL,Case Transferred from GLS to RAH on 3-2-10,4 Corrosion,AUG-24-1993,8 Case Closed,,DAVID HILL/Jim Hill, ,Erin Sturgill,Ms,"SEMS of Nashville, LLC",7 Environmental Audit
2620142,1,WOOLDRIDGE GRO,HWY 411 N,,Madisonville,37354,Monroe,Debbie Mann,TECH,,7 Unknown,AUG-17-1994,8 Case Closed,,CLEVELAND OIL COMPAN, ,,,,1 At Closure
2620144,1,Expressway 243,243 Highway 68,,Sweetwater,37874,Monroe,Rick Huchison,ENF,drip observed under Dispenser 7-8 during OI,,,0a Suspected Release - Closed,,,,Jimmy Wingfield,Mr.,"Wingfield Environmental, Inc.",8 Other
2620145,1,RACEWAY #882,INTERSECTION LEE HWY. & MAYES,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,7 Unknown,MAR-03-1997,8 Case Closed,,RACETRAC PETROLEUM I, ,,,,7 Environmental Audit
2620148,1,Avon Shell,710 Englewood Road,,Madisonville,37354,Monroe,Wayne Clifford,FO,Unapproved line closure,,,1d Completed Line Closure,,,,,,,
2620150,1,JIFFY 7 TIL 11 MKT #11,HWY 411,,Madisonville,37354,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,"BILL ROBERTSON ENTERPRISES,INC.", ,,,,
2620151,1,RICHARD PACOSZ,Epperson and Barney Road,,Tellico Plains,37385,Monroe,Susan Watts,LT,,7 Unknown,JUN-19-1986,8 Case Closed,,RICHARD PACOSZ, ,Kevin Howard,,"Theta Technologies, Inc.",
2620154,1,MONROE COUNTY HWY. DEPT.,210 LEWIS ST.,,Madisonville,37354,Monroe,Wayne Clifford,FO,,3 Human Error,NOV-08-2001,8 Case Closed,,MONROE COUNTY HWY. DEPT., , ,,"Jim Miller Excavating Co., Inc.",1 At Closure
2620158,1,J R'S PLACE,I-75 -OAKLAND RD,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,7 Unknown,FEB-06-1995,8 Case Closed,,EARL & JUDY STOWERS, ,,,,1 At Closure
2620159,1,RUSSELL'S FULL SERVICE,HWY 441,,Madisonville,37354,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,J R ARP, ,,,,
2620161,1,411 MOBILE C/O ARTIE WATSON,1212 HWY 411 NORTH,,Madisonville,37354,Monroe,Ryan Hyers,FO,,,,1a Completed Tank Closure,,MARTHA PATTERSON, ,,,,
2620162,1,MONROE COUNTY JAIL/SHERIFFS DEPT,319 HICKORY ST.,,Madisonville,37354,Monroe,DLF,FO,Closure,2 Overfill,AUG-23-2001,1a Completed Tank Closure,,MONROE CO.C/O EXECUTIVE'S OFFICE, , ,,"Jim Miller Excavating Co., Inc.",1 At Closure
2620175,1,SPUR SERVICE STATION,N. 411 HWY.,,Madisonville,37354,Monroe,Ryan Hyers,FO,DRH inherited 2/14/01,7 Unknown,OCT-27-1998,8 Case Closed,,JOSEPH H. CLINE, ,,,,1 At Closure
2620178,1,RASER LANDING,1180 Corntassel Road,,Vonore,37885,Monroe,Wayne Clifford,FO,transferred from RAH to EWC on 10-9-06,,AUG-23-2005,8 Case Closed,,CHARLES DOMIANO, ,,,,8 Other
2620178,2,Rasar Landing,1180 Corntassel Road,,Vonore,37885,Monroe,,,,,,,,,,,,,
2620182,1,CROSSROADS MARKET & DELI,4815 HWY 68,,Madisonville,37354,Monroe,Ryan Hyers,FO,,,,1a Completed Tank Closure,,DENNIS G PLEMONS, ,,,,
2620182,2,Cross Roads Market,4815  New Highway 68,,Madisonville,37354,Monroe,Chris Lewis,FO,,,,8 Case Closed,,,,Dave Pominski,,PM Environmental,
2620183,1,TOQUA BEACH MARKET,RT 1 BOX 739,,Vonore,37885,Monroe,Ravendra Awasthi,FO,,,,1a Completed Tank Closure,,JOHN BAKER, ,,,,
2620186,1,CITY OF SWEETWATER,318 South High St. Sweetwater ,,Sweetwater,37874,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,CITY OF SWEETWATER, ,,,,
2620190,1,MIDWAY MARKET,7805 Highway 68,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,SWEETWATER VALLEY OIL CO., ,,,,
2620192,1,Mountain View Market,8220 Highway 68,,Tellico Plains,37385,Monroe,Chris Lewis,FO,Dispenser 7/8 leak into uncontained sump,,,0a Suspected Release - Closed,,,,Matt Alexander,Mr.,PM Environmental,
2620196,1,THREE BEAR DELI,301 SHADDEN ROAD,,Tellico Plains,37385,Monroe,Ryan Hyers,FO,,,,1a Completed Tank Closure,,,,,,,
2620198,1,TELLICO LODGE SERVICE STATION,Tellico River Road,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,BILL WHITE/TELLICO LODGE S/S, ,,,,
2620199,1,BP MART,1451 Murray's Chapel Road,,Sweetwater,37874,Monroe,Rick Huchison,FO,UST Closure,,,1a Completed Tank Closure,,,, ,,Gatlin Excavating & Vac Truck Services,
2620200,1,SERVICE FOREST PRODUCTS INC,US 11 LEE HIGHWAY,,,,Monroe,Wayne Clifford,FO,,1 Spill,JAN-31-1992,8 Case Closed,,AMERICAN STAR DEVELO, ,,,,
2620204,1,R & S CONCRETE CO,529 MONROE ST,,Madisonville,37354,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,CLEVELAND OIL COMPAN, ,,,,
2620205,1,BILL SLOAN'S SUPPLY #2,Highway 411 at Citico Road,,Vonore,37885,Monroe,Wayne Clifford,FO,Leaking dispenser.,,FEB-17-2010,8 Case Closed,,SWEETWATER VALLEY OIL CO., ,,,,
2620205,2,Bill Sloan's Supply No. 2,107 Highway 360,,Vonore,37885,Monroe,Todd Bixler,FO,Flex Piping Compromised/ Line Closure for all product Lines,,,1d Completed Line Closure,,,,Jimmy Wingfield,Mr.,"Wingfield Environmental, Inc",
2620206,1,Davis Mountain Market & Deli,11401 New Highway 68,,Tellico Plains,37385,Monroe,,FO,,,,8 Case Closed,,,,,,,
2620211,1,RARITY BAY MARKET AND DELI,156 Keeble Road,,Vonore,37885,Monroe,Rick Huchison,FO,Failed Feb 2008 SIR Tank 1A Premium Unleaded,,,8 Case Closed,,"Chotu, Inc.",Kherani Aziz,,,,2 Release Detection
2620211,2,RARITY BAY MARKET AND DELI,156 Keeble Road,,Vonore,37885,Monroe,Rick Huchison,FO,Filed SIR Tank 1A R U Gasoline Jan and March 2009,,MAY-04-2009,8 Case Closed,,,,,,,2 Release Detection
2620211,3,Rarity Bay BP,156 Keeble Road,,Vonore,37885,Monroe,Chris Lewis,FO,Failing SIR result for Tank #1A (Premium),,,0a Suspected Release - Closed,,,,,,,
2620212,1,TEAGUE SERVICE CENTER,8000 New Highway 68,,Tellico Plains,37385,Monroe,Wayne Clifford,FO,Failed SIR for January 2009,,FEB-20-2009,8 Case Closed,,"COFFMAN OIL CO., INC.", ,,,,2 Release Detection
2620212,2,TEAGUE SERVICE CENTER,8000 New Highway 68,,Tellico Plains,37385,Monroe,Rick Huchison,FO,Failed Feb 2009 SIR Regular Unleaded Gasoline UST,,,8 Case Closed,,,,,,,2 Release Detection
2620212,3,Teague Service Center,8000 New Highway 68,,Tellico Plains,37385,Monroe,Rick Huchison,FO,Non-Passing November 2016 SIR Reports for Tank Compartments 1A and 1B,,,0a Suspected Release - Closed,,,,,,,2 Release Detection
2620212,4,Teague Service Center,8000 New Highway 68,,Tellico Plains,37385,Monroe,Rick Huchison,FO,Failed December 2016 SIR Reports for Tank Compartments 1A and 1B,,,0a Suspected Release - Closed,,,,,,,2 Release Detection
2620212,5,Teague Service Center,8000 New Highway 68,,Tellico Plains,37385,Monroe,Rick Huchison,FO,Failed Jan 2017 SIR for Tanks 1A and !B,,,0a Suspected Release - Closed,,,,,,,2 Release Detection
2620212,6,Hwy 68 Gulf,8000 New Highway 68,,Tellico Plains,37385,Monroe,Todd Bixler,FO,"Tank 2A (4,000 gallon Diesel) failing SIR Leak test for October 2018",,,0a Suspected Release - Closed,,,,,,,
2620212,7,Hwy 68 Gulf,8000 New Highway 68,,Tellico Plains,37385,Monroe,Kyle Beverly,FO,"Tank 1B ( 10,000 gallon Super) Failing SIR result for December. ",,,0a Suspected Release - Closed,,,,,,,2 Release Detection
2620212,8,Hwy 68 Gulf,8000 New Highway 68,,Tellico Plains,37385,Monroe,Kyle Beverly,FO,"Tank 1B (10,000 gallon regular) Failing SIR result. ",,,0a Suspected Release - Closed,,,,,,,2 Release Detection
2620212,9,Hwy 68 Gulf,8000 New Highway 68,,Tellico Plains,37385,Monroe,Gregory Dale Goodin,FO,"Failing SIR for tank 1B (10,000 gallon RUL)",,,0a Suspected Release - Closed,,,,,,,
2620212,10,Hwy 68 Gulf,8000 New Highway 68,,Tellico Plains,37385,Monroe,Gregory Dale Goodin,FO,Failing SIR for Tanks 1B and 2B,,,0a Suspected Release - Closed,,,,,,,
2620212,11,Hwy 68 Gulf,8000 New Highway 68,,Tellico Plains,37385,Monroe,Gregory Dale Goodin,FO,Two consecutive inconclusive SIR results for tank 1B and Tank 1A,,,0a Suspected Release - Closed,,,,,,,
2620212,12,Hwy 68 Gulf,8000 New Highway 68,,Tellico Plains,37385,Monroe,Todd Bixler,FO,Tank #1A/1B/2A two consecutive inconclusive SIR results June-July 19,,,0a Suspected Release - Closed,,,,,,,
2620213,1,#63 Harriman Oil Madisonville,711 Englewood Road,,Madisonville,37354,Monroe,Rick Huchison,FO,"Phase II ESA documented July 9, 2013 water sample from temporary piezometer exceeding ISL",,,8 Case Closed,,,,,,,7 Environmental Audit
2620214,1,Sloan Center,4500 Highway 411,,Madisonville,37874,Monroe,Rick Huchison,FO,fuel observed in sump under D11/12 duing CI,,,0a Suspected Release - Closed,,,,Jimmy Wingfield,,"Wingfield Environmental, Inc.",
2620215,1,Mecca Pike Grocery,2325 Mecca Pike,,Englewood,37329,Monroe,Wayne Clifford,FO,,,,1a Completed Tank Closure,,,,,,,
2620216,1,JIFFY 7 TIL 11 #25,3989 HWY 411,,Madisonville,37354,Monroe,Adam Smith,FO,,7 Unknown,JUN-30-2003,8 Case Closed,,"ROBINSON ENTERPRISES,INC", ,,,,2 Release Detection
2620216,2,JIFFY 7 TIL 11 #25,3989 HWY 411,,Madisonville,37354,Monroe,Ryan Hyers,FO,,,,8 Case Closed,,"ROBINSON ENTERPRISES,INC", ,,,,
