Facility ID,Tank IDAssociatedwith Release,LUSTID,Federally Reportable Release,Site Name,Site Address,Site Address2,Site City,Zipcode,County,State,EPARegion,Facility Type,Tribal Site,Tribe,Latitude,Longitude,Coordinate Source,LUSTStatus,Reported Date,NFADate,Media Impacted Soil,Media Impacted Groundwater,Media Impacted Surface Water,Substance Released1,Quantity Released1,Unit1,Substance Released2,Quantity Released2,Unit2,Substance Released3,Quantity Released3,Unit3,Substance Released4,Quantity Released4,Unit4,Substance Released5,Quantity Released5,Unit5,Source Of Release1,Cause Of Release1,Source Of Release2,Cause Of Release2,Source Of Release3,Cause Of Release3,How Release Detected,Corrective Action Strategy1,Corrective Action Strategy1Start Date,Corrective Action Strategy2,Corrective Action Strategy2Start Date,Corrective Action Strategy3,Corrective Action Strategy3Start Date,Closed With Contamination,No Further Action Letter URL,Military Do DSite
6006003,,2012027,Yes,"Hoffman-Struever Waterfront, LLC",800 MAINE ST,,Washington DC,20024,,DC,3,Other,,,38.87791,-77.02195,Geocoded address,No further action,2012-08-28,2016-05-17,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
3000546,,2013001,Yes,GSA,3801 NEBRASKA AV NW,,Washington DC,20016,,DC,3,Other,,,38.93954423,-77.08431934,Geocoded address,No further action,2012-10-25,2014-08-01,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
6004018,,2013002,Yes,STANDARD OIL COMPANY,1410 H ST NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90033513,-76.98499991,Geocoded address,No further action,2012-12-11,2014-04-15,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
7000028,,2013003,Yes,SHELL STATION,5010 BENNING RD SE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.87815847,-76.93091378,Geocoded address,No further action,2013-01-03,2016-03-03,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4001664,,2013004,Yes,CHEVRON SITE 30-2507,235 CARROLL ST NW,,Washington DC,20012,,DC,3,Retail fuel sales (non-marina),,,38.97512438,-77.01537532,Geocoded address,Active: general,2012-01-11,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
2004778,,2013005,Yes,SOLON AUTOMATED SERVICES,1625 S CAPITOL ST SW,,Washington DC,20003,,DC,3,Other,,,38.86972125,-77.00962069,Geocoded address,Active: general,2013-03-28,,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
6006004,,2013006,Yes,Opportunity Concrete,1601 SOUTH CAPITOL ST SOUTHWEST,,Washington DC,20002,,DC,3,Other,,,38.91125,-77.00897,Geocoded address,Active: general,2013-03-21,,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
2000663,,2013007,Yes,FEDDERLINE.,1724 S CAPITOL ST SW,,Washington DC,20003,,DC,3,Bulk plant storage/petroleum distributor,,,38.87392,-77.00918,Geocoded address,No further action,2013-03-21,2013-11-13,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
1006001,,2013008,Yes,3321 Georgia LLC (FORMER SUNOCO),3335 GEORGIA AVE,,Washington DC,20010,,DC,3,Retail fuel sales (non-marina),,,38.93196312,-77.02322358,Geocoded address,Active: general,2013-05-28,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000653,,2013009,Yes,SHELL OIL COMPANY,1550 PENNSYLVANIA AV SE,,Washington DC,20003,,DC,3,Retail fuel sales (non-marina),,,38.87933394,-76.98209406,Geocoded address,No further action,2013-07-01,2014-06-06,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Corrosion,,,,,,,,,,,,,,No
6004522,,2013010,Yes,AMOCO GAS STATION,401 15TH ST SE,,Washington DC,20003,,DC,3,Retail fuel sales (non-marina),,,38.88390749,-76.9838689,Geocoded address,No further action,2013-07-01,2015-09-23,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5003497,,2014002,Yes,DUNBAR SENIOR HIGH SCHOOL,1301 NEW JERSEY AV NW,,Washington DC,20001,,DC,3,School,,,38.90852322,-77.01469386,Geocoded address,No further action,2013-12-24,2023-09-29,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
6006006,,2014003,Yes,Exxon,1500 PENNSYLVANIA AVE,,Washington DC,20003,,DC,3,Commercial,,,38.87982,-76.98328,Geocoded address,No further action,2014-01-12,2018-06-21,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000510,,2014005,Yes,"HESSICK, INC.",1124 FLORIDA AV NE,,Washington DC,20002,,DC,3,Bulk plant storage/petroleum distributor,,,38.90315678,-76.99070475,Geocoded address,Active: general,2014-03-12,,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Other,,,,,,,,,,,,,,No
5000496,,2014006,Yes,HECHT'S WAREHOUSE,1401 NEW YORK AV NE,,Washington DC,20002,,DC,3,Commercial,,,38.91554389,-76.98480634,Geocoded address,No further action,2014-03-12,2014-07-22,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5005272,,2014007,Yes,FORMER IBM,1818 NEW YORK AV NE,,Washington DC,20002,,DC,3,Commercial,,,38.91769826,-76.97676135,Geocoded address,No further action,2014-03-20,2015-08-12,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
3006004,,2014008,Yes,DC Court,501 C ST,,Washington DC,20001,,DC,3,Other,,,38.89361,-77.01848,Geocoded address,No further action,2014-03-25,2014-07-01,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2006028,,2014009,Yes,"MR Gallery Square, LLC",627-631 H ST,,Washington DC,20001,,DC,3,Commercial,,,38.90012,-77.0212,Geocoded address,No further action,2014-03-11,2016-03-30,Yes,No,No,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000213,,2014011,Yes,CHEVRON USA INC.,501 4TH ST SW,,Washington DC,20024,,DC,3,Retail fuel sales (non-marina),,,38.8828057,-77.01782163,Geocoded address,No further action,2014-04-09,2014-07-02,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
2003991,,2014013,Yes,OURISMAN SERVICE CENTER,640 H ST NE,,Washington DC,20002,,DC,3,Auto dealership/auto maintenance & repair,,,38.90023,-76.99751,Geocoded address,No further action,2014-05-28,2015-11-17,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
7000065,,2014014,Yes,2801 ALABAMA LLC,2801 ALABAMA AV SE,,Washington DC,20036,,DC,3,Retail fuel sales (non-marina),,,38.85973045,-76.96770459,,No further action,2014-05-30,2016-04-07,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000513,,2014017,Yes,"MARTIN & BOYD SPRINGWORKS, INC.",622-624 L ST NW,,Washington DC,20001,,DC,3,Industrial,,,38.90391,-77.02088,Geocoded address,No further action,2014-03-01,2017-04-08,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
280,,2014018,Yes,A V RISTORANTE ITALIANO,"601 NEW YORK AV NW 
FORMER TEXACO",,Washington DC,20001,,DC,3,Other,,,38.91207,-77.01902,Geocoded address,No further action,2014-03-01,2017-04-18,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2002604,,2014019,Yes,THE AMERICAN OIL COMPANY,601 K ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90285829,-77.02028939,Geocoded address,No further action,2014-03-01,2019-06-18,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1006014,,2014021,Yes,ABC 14th Street Associates JBG Rosenfled Retail,1306-1324 U ST NW,,Washington DC,20009,,DC,3,Commercial,,,38.91676,-77.03057,Geocoded address,No further action,2014-06-28,2016-02-04,Yes,Yes,No,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000237,,2015001,Yes,C&P TELEPHONE OF WASHINGTON,1350 BUCHANAN ST NW (12651),,Washington DC,20011,,DC,3,Utility,,,38.94595889,-77.0318494,Geocoded address,No further action,2014-09-03,2023-09-29,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5000680,,2015002,Yes,TEXACO,340 FLORIDA AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90747791,-77.00054707,Geocoded address,No further action,2014-10-08,2017-09-06,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
8004831,,2015003,Yes,BARRY FARM RECREATION CTR,1230 SUMNER RD SE,,Washington DC,20020,,DC,3,Other,,,38.86032509,-76.99630335,Geocoded address,No further action,2014-10-17,2017-04-05,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
7000955,,2015004,Yes,KENTUCKY FRIED CHICKEN,2704 GOOD HOPE RD SE,,Washington DC,20020,,DC,3,Commercial,,,38.86107397,-76.96872356,Geocoded address,No further action,2014-04-10,2019-07-23,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8006005,,2015005,Yes,Sunoco - BrightFarms Location,4635 SOUTH CAPITOL ST SW (OFFSITE),,Washington DC,20032,,DC,3,Commercial,,,38.83723,-77.01614,Geocoded address,No further action,2014-11-05,2015-05-12,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5006003,,2015006,Yes,1249 Bladensburg Rd LLC,1249 BLADENSBURG RD NE,,Washington DC,20002,,DC,3,Other,,,38.9069,-76.97868,Geocoded address,No further action,2014-11-04,2015-06-16,Yes,No,No,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3006008,,2015007,Yes,Georgetown Holiday inn,2101 WISCONSIN AVE,,Washington DC,20019,,DC,3,Residential,,,38.91754,-77.0684,Geocoded address,No further action,2014-12-10,2022-02-14,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
4002460,,2015008,Yes,ROOSEVELT HIGH SCHOOL,4301 13TH ST NW,,Washington DC,20011,,DC,3,School,,,38.94308287,-77.02888715,Geocoded address,No further action,2014-12-09,2024-03-20,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
1000106,,2015009,Yes,RHODE ISLAND AVENUE BP,306 RHODE ISLAND AV NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.91406271,-77.01606621,Geocoded address,Active: general,2014-12-16,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
7006002,,2015010,Yes,District of Columbia -,2818 ALABAMA AVE,,Washington DC,20020,,DC,3,Other,,,38.85995,-76.96683,Geocoded address,No further action,2014-12-17,2015-12-17,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4002460,,2015011,Yes,ROOSEVELT HIGH SCHOOL,4301 13TH ST NW,,Washington DC,20011,,DC,3,School,,,38.94308287,-77.02888715,Geocoded address,No further action,2014-12-29,2015-07-08,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5006009,,2015012,Yes,2315 LLC (Former Ice Cream Warehouse),2315 BLADENSBURG RD NE,,Washington DC,20018,,DC,3,Commercial,,,38.92071,-76.96931,Geocoded address,No further action,2015-01-08,2015-12-16,Yes,No,No,Unknown,,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
9000939,,2015013,Yes,2321 4TH STREET LLC,2321 4TH ST  NE,,Washington DC,20002,,DC,3,Residential,,,38.92070791,-77.00009617,Geocoded address,No further action,2015-02-04,2015-04-29,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
3000016,,2015015,Yes,AMOCO OIL CO S/S #3478,2450 WISCONSIN AV NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.922226,-77.0729713,Geocoded address,No further action,2015-03-10,2015-05-26,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
2000088,,2015016,Yes,MAIN BLDG CENTRAL ARMATURE INC,1200 3RD ST NE,,Washington DC,20002,,DC,3,Contractor,,,38.90627905,-77.00247371,Geocoded address,No further action,2015-03-30,2021-02-12,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6006005,,2015017,Yes,Chevron Environmental Management,1401 PENNSYLVANIA AVE SE,,Washington DC,20003,,DC,3,Commercial,,,38.8798,-76.98525,Geocoded address,No further action,2015-03-25,2024-11-13,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000048,,2015019,Yes,"F & A ENTERPRISES, INC.",1740 14TH ST NW,,Washington DC,20009,,DC,3,Other,,,38.91391578,-77.03254767,Geocoded address,Active: general,2015-03-19,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
22,,2015020,Yes,FORMER AMOCO STATION,2337 CHAMPLAIN ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.92150832,-77.04099416,Geocoded address,No further action,2015-03-30,2016-01-13,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
8000053,,2015021,Yes,USAF DIAC JBAB  (BLDG 6000),1100 CES/DEEV,,Washington DC,20332,,DC,3,Other,,,,,,No further action,2015-04-08,2017-04-14,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Piping,Unknown,,,,,,,,,,,,,,Yes
5006010,,2015022,Yes,Kendall Street (Offsite) from BP Site,2020 KENDALL ST 1231 NY AVE (SOURCE SITE),,Washington DC,20002,,DC,3,Other,,,38.90528,-76.98159,Geocoded address,Active: general,2015-03-20,,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
9000281,,2015023,Yes,54 HANOVER PLACE,54 HANOVER PL NW,,Washington DC,20001,,DC,3,Residential,,,38.90776827,-77.01100405,Geocoded address,No further action,2015-03-31,2021-01-25,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
7001266,,2015024,Yes,PLAIN TRUTH BAPTIST CHURCH,5713 DIX ST NE,,Washington DC,20019,,DC,3,Other,,,38.89437786,-76.91856756,Geocoded address,Active: general,2015-04-28,,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
1006012,,2015026,Yes,2800 Sherman Ave LLC,2800 SHERMAN AVE NW,,Washington DC,20001,,DC,3,Commercial,,,38.92601,-77.02628,Geocoded address,No further action,2015-05-28,2020-03-31,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,Excavation and hauling or treatment,2017-12-31,,,,,,,No
5000556,,2015027,Yes,IVY CITY MAINT.EQUIPMENT FACILITY,1401 W ST NE,,Washington DC,20018,,DC,3,Railroad,,,38.91739233,-76.98811419,Geocoded address,No further action,2015-06-11,2016-02-11,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000670,,2015028,Yes,SMITHSONIAN NAT ZOOLOGICAL PARK,"3001 CONNECTICUT AV NW
OFFICE OF FACILITIES MANAGEMENT",,Washington DC,20008,,DC,3,Other,,,38.93060711,-77.05437784,Geocoded address,No further action,2015-06-15,2021-02-22,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
1006013,,2015029,Yes,770 Girard Street LLC,770-774 GIRARD ST,,Washington DC,20001,,DC,3,Other,,,38.92566,-77.025,Geocoded address,No further action,2020-07-15,2016-08-16,Yes,No,No,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1006006,,2015030,Yes,907 Barry Place,907 BARRY PLACE,,Washington DC,20001,,DC,3,Residential,,,38.92078,-77.02415,Geocoded address,No further action,2015-07-21,2016-04-08,Yes,No,No,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000942,,2015031,Yes,SUNNY'S CARRYOUT,1301 GOOD HOPE RD SE,,Washington DC,20020,,DC,3,Commercial,,,38.86685327,-76.9869747,Geocoded address,Active: general,2015-08-18,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000083,,2015032,Yes,GEORGETOWN VALERO,2715 PENNSYLVANIA AV NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.90500318,-77.05648012,Geocoded address,Active: general,2015-09-24,,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
7004090,,2016001,Yes,OLYMPIA BAKERY,5201 HAYES ST NE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.8994081,-76.92682125,Geocoded address,No further action,2015-10-07,2018-06-20,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
4006002,,2016002,Yes,Fomer Texaco Station,220 RIGGS RD,,Washington DC,20011,,DC,3,Commercial,,,38.95686,-77.00275,Geocoded address,Active: general,2015-08-31,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2005381,,2016003,Yes,33 N ST NE,33 N ST NE,,Washington DC,20002,,DC,3,Commercial,,,38.90699463,-77.00769386,Geocoded address,No further action,2015-12-03,2016-12-16,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Corrosion,,,,,,,,,,,,,,No
7000065,,2016006,Yes,2801 ALABAMA LLC,2801 ALABAMA AV SE,,Washington DC,20036,,DC,3,Retail fuel sales (non-marina),,,38.85973045,-76.96770459,,No further action,2015-12-30,2021-02-02,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Dispenser,Other,,,,,,,,,,,,,,No
1006009,,2016009,Yes,District of Columbia - DMPED,965 FLORIDA AVE NW,,Washington DC,20001,,DC,3,Other,,,38.9195432,-77.02482642,Geocoded address,No further action,2016-03-03,2018-09-27,Yes,Yes,No,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000842,,2016010,Yes,GEORGETOWN UNIVERSITY HOSPITAL - MEDSTAR,3800 RESERVOIR RD NW,,Washington DC,20007,,DC,3,Hospital (or other medical),,,38.91201376,-77.07530401,Geocoded address,No further action,2016-02-11,2021-10-15,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Other,Unknown,,,,,,,,,,,,,,No
5000540,,2016011,Yes,U.S. NATIONAL ARBORETUM - SHOPS,3501 NEW YORK AV NE,,Washington DC,20002,,DC,3,Other,,,38.91240276,-76.96989039,,No further action,2016-04-04,2016-09-29,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
2003654,,2016012,Yes,400 6TH ST SW,400 6TH ST SW,,Washington DC,20024,,DC,3,Commercial,,,38.88451082,-77.01940212,Geocoded address,No further action,2016-04-14,2018-01-16,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5006004,,2016013,Yes,DPR,101 HARRY THOMAS WAY NE,,Washington DC,20002,,DC,3,Commercial,,,38.91058,-77.00359,Geocoded address,No further action,2015-12-01,2021-09-21,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5006011,,2016014,Yes,Pepco,105 HARRY THOMAS WAY NE,,Washington DC,20002,,DC,3,Commercial,,,38.91058,-77.00359,Geocoded address,Active: general,2016-03-31,,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1006010,,2016015,Yes,ExxonMobil,725 FLORIDA AVE,,Washington DC,20001,,DC,3,Commercial,,,38.91681,-77.02273,Geocoded address,No further action,2016-05-04,2020-11-24,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1006003,,2016016,Yes,CB 8th Street LLC,2009 8TH ST NW,,Washington DC,20001,,DC,3,Commercial,,,38.91720634,-77.02268016,Geocoded address,No further action,2016-05-04,2018-09-18,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4006004,,87004,Yes,Butternut & Blair Rds,BUTTERNUT & BLAIR RDS NE,,Washington DC,20012,,DC,3,Other,,,38.97361,-77.01706,Geocoded address,No further action,1987-07-20,1989-01-17,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Dispenser,Other,,,,,,,,,,,,,,No
4000341,,87005,Yes,EXXON S/S #2-5363,7401 GEORGIA AV NW,,Washington DC,20012,,DC,3,Retail fuel sales (non-marina),,,38.97966167,-77.02592104,,No further action,1987-07-29,2005-11-09,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Other,,,,,,,,,,,,,,No
3006013,,87006,Yes,Griffith Consumer,9925 CONNECTICUT AVE NW,,Washington DC,20036,,DC,3,Other,,,38.90756,-77.04214,Geocoded address,No further action,1986-11-25,1987-01-30,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Other,Unknown,,,,,,,,,,,,,,No
2000530,,87007,Yes,PEPCO,M & HALF ST SE,,Washington DC,20003,,DC,3,Utility,,,38.87654,-77.00746,Geocoded address,No further action,1987-07-31,1987-08-20,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000678,,87008,Yes,SHELL GEORGIA AVENUE,4000 GEORGIA AV NW,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.9400219,-77.02559277,,No further action,1989-07-29,2009-09-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000600,,87009,Yes,D.C. JAIL EXPANSION,1901 D ST SE,,Washington DC,20003,,DC,3,Other,,,38.88343057,-76.97637892,Geocoded address,No further action,1989-08-12,2010-10-09,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000571,,87011,Yes,"OTTENBERGS BAKERS., INC.",655 TAYLOR ST NE,,Washington DC,20017,,DC,3,Commercial,,,38.93953044,-76.99624238,Geocoded address,No further action,1987-08-13,1988-07-05,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000640,,87012,Yes,STEUART PETROLEUM COMPANY.,1721 S CAPITOL ST SW,,Washington DC,20003,,DC,3,Bulk plant storage/petroleum distributor,,,38.86901501,-77.00937377,Geocoded address,Active: general,1987-09-23,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
9000401,,87015,Yes,JIMMY'S TIRE AND AUTO,100 K ST NE,,Washington DC,20032,,DC,3,Commercial,,,38.90278587,-77.00547634,Geocoded address,No further action,1987-09-23,1997-03-17,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000069,,87016,Yes,AMOCO OIL CO S/S #209,500 NEW JERSEY AV NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.8964654,-77.01191875,Geocoded address,No further action,1987-10-30,2003-08-27,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000324,,87017,Yes,SOUTH CAPITOL STREET LIBERTY LLC,3900 M L KING JR AV SW,,Washington DC,20032,,DC,3,Retail fuel sales (non-marina),,,38.83241171,-77.00876166,Geocoded address,No further action,1987-11-10,2010-07-06,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000741,,87018,Yes,BARRUETTA PROPERTY MANAGEMENT,20 K ST NE,,Washington DC,20002,,DC,3,Other,,,38.90291,-77.00819,Geocoded address,No further action,1987-12-18,1992-12-14,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000352,,87019,Yes,EXXON SS#2-8283,2150 M ST NW,,Washington DC,20037,,DC,3,Retail fuel sales (non-marina),,,38.90497264,-77.04846502,,No further action,1987-12-10,1988-05-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000627,,87020,Yes,"RCA GLOBAL COMMUNICATIONS,INC.",2030 M ST NW,,Washington DC,20036,,DC,3,Utility,,,38.90535611,-77.04627522,Geocoded address,No further action,1987-11-10,1988-03-24,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000758,,88001,Yes,KINGS TOWING,2201 CHANNING ST NE,,Washington DC,20018,,DC,3,Commercial,,,38.92215057,-76.97391017,Geocoded address,No further action,1988-02-05,1988-03-30,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000546,,88002,Yes,"NATIONAL CAR RENTAL SYSTEM, INC",1001 12TH ST NW,,Washington DC,20005,,DC,3,Auto dealership/auto maintenance & repair,,,38.90252,-77.02805,Geocoded address,No further action,1988-02-17,2003-05-27,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000735,,88003,Yes,FORMER SUNOCO #0004-4214,50 M ST SE,,Washington DC,20003,,DC,3,Retail fuel sales (non-marina),,,38.87667275,-77.00726638,Geocoded address,No further action,1988-03-01,1990-07-13,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
