FACILITYID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty,FacilityZipCode,FacilityState,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID
5000637,CAPITOL NISSAN.INC.,Commercial,Auto dealership/auto maintenance & repair,,3010 RHODE ISLAND AV NE,,Washington DC,,20018,DC,3,,,38.93464407,-76.96516044,Geocoded address,CAPITOL NISSAN,,No,No,No,No,No,No,No,No,No,No,No,,No,
2005446,HESSICK OIL,Commercial,Bulk plant storage/petroleum distributor,,"33 NEW YORK AV NE 
34 N ST NE",,Washington DC,,20005,DC,3,,,38.90748324,-77.00777059,Geocoded address,"HESSICK, INC.",,No,No,No,No,No,No,No,No,No,No,No,,Yes,91003.0
8000683,TEXACO,Commercial,Retail fuel sales (non-marina),,2502 M L KING JR AV SE,,Washington DC,,20020,DC,3,,,38.86089,-76.99396,Geocoded address,STAR ENTERPRISE,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,90052.0
2000033,ABANDONED RAIL OFFICE,Commercial,Railroad,,"630 2ND ST NE (REAR) 
SQUARE 719",,Washington DC,,20001,DC,3,,,38.8915,-76.99681,Geocoded address,MT CLARE PROPERTIES C/O CSX REAL,,No,No,No,No,No,No,No,No,No,No,No,,No,
5005285,PREMIUM DISTRIBUTORS INC OF WASH,Commercial,Commercial,,3350 NEW YORK AV NE,,Washington DC,,20002,DC,3,,,38.91723096,-76.9589496,Geocoded address,PREMIUM DISTRIBUTORS INC OF WASH,,No,No,No,No,No,No,No,No,No,No,No,,Yes,91015.0
4001666,TAKOMA FUNERAL HOME,Commercial,Commercial,,254 CARROLL ST NW,,Washington DC,,20012,DC,3,,,38.97472338,-77.01569028,Geocoded address,TORCHINSKY HEBREW FUNERAL HOME,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2006010.0
4000090,GATEWAY COHEN PROPERTY,Commercial,Retail fuel sales (non-marina),,7812 GEORGIA AV NW,,Washington DC,,20012,DC,3,,,38.98417123,-77.02689588,Geocoded address,WASHINGTON BANCORPORATION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,91027.0
5000729,INTERNATIONAL AUTO CARE INC,Commercial,Retail fuel sales (non-marina),,3426 18TH ST NE,,Washington DC,,20018,DC,3,,,38.93273491,-76.97997406,Geocoded address,INTERNATIONAL AUTO CARE INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2018004.0
2001015,UNKNOWN,Commercial,Other,,1819-21 L ST NW,,Washington DC,,20036,DC,3,,,38.9040027,-77.04246533,Geocoded address,1726 WASHINGTON DC PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
3000517,MARTENS VOLVO.,Commercial,Auto dealership/auto maintenance & repair,,4800 WISCONSIN AV NW,,Washington DC,,20016,DC,3,,,38.95208481,-77.0817006,Geocoded address,MARTENS CARS OF WASHINGTON INC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,91030.0
2003630,GAS STATION,Commercial,Retail fuel sales (non-marina),,1620-1624 5TH ST NW,,Washington DC,,20001,DC,3,,,38.91183755,-77.01916465,Geocoded address,MANNA,,No,No,No,No,No,No,No,No,No,No,No,,No,
2001092,ACACIA MUTUAL LIFE,Commercial,Commercial,,51 LOUISIANA AV NW,,Washington DC,,20001,DC,3,,,38.89404499,-77.01144723,Geocoded address,ACACIA MUTUAL LIFE,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,91055.0
3000118,CIRCLE MANAGEMENT PROPERTY,Commercial,Retail fuel sales (non-marina),,3501 CONNECTICUT AV NW,,Washington DC,,20008,DC,3,,,38.93567051,-77.05791409,Geocoded address,CIRCLE MANAGEMENT INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,91039.0
7002013,AUTO CARE,Commercial,Industrial,,3621 BENNING RD NE,,Washington DC,,20019,DC,3,,,38.89540243,-76.95331002,Geocoded address,AUTO CARE,,No,No,No,No,No,No,No,No,No,No,No,,No,
5001895,MERCHANTS TIRE & AUTO,Commercial,Commercial,,1141 BLADENSBURG RD NE,,Washington DC,,20002,DC,3,,,38.90468819,-76.97992798,Geocoded address,MERCHANTS TIRE & AUTO,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2006014.0
2000050,YWCA NATIONAL CAPITAL AREA,Commercial,Commercial,,624 9TH ST NW,,Washington DC,,20001,DC,3,,,38.89809469,-77.0244005,Geocoded address,YWCA NATIONAL CAPITAL AREA,,No,No,No,No,No,No,No,No,No,No,No,,No,
1000817,SO KWANG PARK,Commercial,Retail fuel sales (non-marina),,3646 GEORGIA AV NW,,Washington DC,,20010,DC,3,,,38.93558,-77.0243,Geocoded address,SO KWANG PARK,,No,No,No,No,No,No,No,No,No,No,No,,Yes,91057.0
5001902,WILBERT & RUFUS INC,Commercial,Other,,1801 BLADENSBURG RD NE,,Washington DC,,20002,DC,3,,,38.91427912,-76.97445498,Geocoded address,WILBERT & RUFUS INC,,No,No,No,No,No,No,No,No,No,No,No,,No,
3005015,FORMER TEXACO STATION,Commercial,Retail fuel sales (non-marina),,4901 WISCONSIN AV NW,,Washington DC,,20016,DC,3,,,38.95348506,-77.08169736,Geocoded address,"BORGER MANAGEMENT, INC.",,No,No,No,No,No,No,No,No,No,No,No,,No,
2004505,"BORGER MANAGEMENT, INC.",Commercial,Residential,,1812 HALF ST SW,,Washington DC,,20024,DC,3,,,38.86782835,-77.01020603,Geocoded address,"BORGER MANAGEMENT, INC.",,No,No,No,No,No,No,No,No,No,No,No,,Yes,95015.0
2002647,ABANDONED GAS STATION,Commercial,Retail fuel sales (non-marina),,2118 K ST NW,,Washington DC,,20008,DC,3,,,38.92949,-77.05186,Geocoded address,SQUARE 74 ASSOC LTD PARTNERSHIP,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,92049.0
2000071,CBS INC.,Commercial,Commercial,,2020 M ST NW,,Washington DC,,20036,DC,3,,,38.90535598,-77.04591402,Geocoded address,CBS INC.,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Other Finance,Yes,2004011.0
2000194,KAJIMA DEVELOPMENT CORPORATION,Commercial,Other,,1625 I ST NW,,Washington DC,,20006,DC,3,,,38.9016931,-77.03757231,Geocoded address,KAJIMA DEVELOPMENT CORPORATION,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2001028.0
4001052,STRAYER COLLEGE,Commercial,School,,6838 LAUREL AV NW,,Washington DC,,20012,DC,3,,,38.97309,-77.01359,Geocoded address,"ROBERTS, MUNZ & ASSOCIATES",,No,No,No,No,No,No,No,No,No,No,No,,Yes,92097.0
4001668,FORMER STANDARD OIL,Commercial,Retail fuel sales (non-marina),,306 CARROLL ST NW,,Washington DC,,20012,DC,3,,,38.97493135,-77.01655839,Geocoded address,MERITOR SAVING FA,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000025,RUDOLPH & WEST COMPANY,Commercial,Industrial,,"605 RHODE ISLAND AV NE
611 RHODE ISLAND AV NE",,Washington DC,,20002,DC,3,,,38.92036089,-76.99774698,Geocoded address,RUDOLPH & WEST COMPANY,,No,No,No,No,No,No,No,No,No,No,No,,Yes,93008.0
2005528,MNC FINANCIAL,Commercial,Retail fuel sales (non-marina),,601 MASSACHUSETTS AV NW,,Washington DC,,20001,DC,3,,,38.90187198,-77.02020415,Geocoded address,ROBERT ZULKO MNC FINANCIAL,,No,No,No,No,No,No,No,No,No,No,No,,Yes,92027.0
5003820,UNKNOWN,Commercial,Industrial,,3055 V ST NE,,Washington DC,,20018,DC,3,,,38.91845356,-76.96440222,Geocoded address,S M C UN IND LTD PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
5003821,UNKNOWN,Commercial,Other,,3125 V ST NE,,Washington DC,,20018,DC,3,,,38.91840413,-76.96330506,Geocoded address,S M C UN IND LTD PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
5003822,UNITED WAREHOUSE,Commercial,Industrial,,3300 V ST NE,,Washington DC,,20018,DC,3,,,38.91902625,-76.96057505,Geocoded address,S M C UN IND LTD PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
3004935,UNKNOWN,Commercial,Other,,4904 WISCONSIN AV NW,,Washington DC,,20016,DC,3,,,38.95361537,-77.08252458,Geocoded address,WILLIAM F. PEEL,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000016,STROMBERG SHEET METAL WORKS INC,Commercial,Contractor,,1235 W ST NE,,Washington DC,,20018,DC,3,,,38.91875401,-76.988847,Geocoded address,STROMBERG SHEET METAL WORKS,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,93067.0
5003819,STROMBERG SHEET METAL WORKS,Commercial,Contractor,,2901 V ST NE,,Washington DC,,20018,DC,3,,,38.91864283,-76.96751244,Geocoded address,STROMBERG SHEET METAL WORKS,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000097,ASSOCIATED GENERAL CONTRACTORS,Commercial,Commercial,,1957 E ST NW,,Washington DC,,20006,DC,3,,,38.89628332,-77.0442376,Geocoded address,ASSOCIATED GENERAL CONTRACTORS,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,93078.0
2003550,CAPITOL CAB ASSOCIATION,Commercial,Commercial,,1009 3RD ST NE,,Washington DC,,20002,DC,3,,,38.90296859,-77.0017557,Geocoded address,CAPITOL CAB ASSOCIATION,,No,No,No,No,No,No,No,No,No,No,No,,No,
2003553,CAPITOL CAB,Commercial,Retail fuel sales (non-marina),,1033 3RD ST NE,,Washington DC,,20002,DC,3,,,38.90325,-77.00202,Geocoded address,CAPITOL CAB ASSOCIATION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2003066.0
5000252,E & P INC,Commercial,Retail fuel sales (non-marina),,2420 NEW YORK AV NE,,Washington DC,,20002,DC,3,,,38.91776234,-76.97121869,,E & P INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000102,PENNSYLVANIA AVE DEVELOPMENT COR,Commercial,Other,,435 7TH ST NW,,Washington DC,,20001,DC,3,,,38.89581,-77.0219,Geocoded address,PENNSYLVANIA AVE DEVELOPMENT COR,,No,No,No,No,No,No,No,No,No,No,No,,No,
5001432,TREE HOUSE PRODUCE COMPANY,Commercial,Other,,1900 FENWICK ST NE,,Washington DC,,20002,DC,3,,,38.91419425,-76.98474113,Geocoded address,"FENWICK ASSOCIATES, INC",,No,No,No,No,No,No,No,No,No,No,No,,Yes,93100.0
5000027,R. J. SULLIVAN INC.,Commercial,Industrial,,2711 26TH ST NE,,Washington DC,,20018,DC,3,,,38.92484202,-76.96993196,Geocoded address,R. J. SULLIVAN INC.,,No,No,No,No,No,No,No,No,No,No,No,,No,
2002733,SPEED MUFFLER KING,Commercial,Commercial,,1507 14TH ST NW,,Washington DC,,20005,DC,3,,,38.91001455,-77.03154118,Geocoded address,SPEED MUFFLER KING,,No,No,No,No,No,No,No,No,No,No,No,,No,
1001586,UNIVERSAL BUILDING SOUTH,Commercial,Commercial,,1825 CONNECTICUT AV NW,,Washington DC,,20009,DC,3,,,38.91510308,-77.04572093,Geocoded address,AMBASSADOR INC. & H-STREET BLDG,,No,No,No,No,No,No,No,No,No,No,No,,Yes,94020.0
2000036,POSTAL SQUARE,Commercial,Other,,2 MASSACHUSETTS AV NE,,Washington DC,,20002,DC,3,,,38.89817803,-77.00817962,Geocoded address,POSTAL SQUARE,,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,,No,
2000025,AT&T OFFICE BUILDING,Commercial,Utility,,725 13TH ST NW,,Washington DC,,20005,DC,3,,,38.89923577,-77.02918262,,AT&T CORPORATION,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3005045,WARDMAN PARK MARRIOTT,Commercial,Commercial,,2660 WOODLEY RD NW,,Washington DC,,20008,DC,3,,,38.92471625,-77.05469879,Geocoded address,CP VII WARDMAN 1-A LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000665,1020 NINETEENTH ST.ASSOC.C/O,Commercial,Commercial,,1020 19TH ST NW,,Washington DC,,20036,DC,3,,,38.9031756,-77.04380839,Geocoded address,GATEWAY D.C. PROPERTIES,,No,No,No,No,No,No,No,No,No,No,No,,No,
7003936,7-ELEVEN #20492,Commercial,Retail fuel sales (non-marina),,1601 KENILWORTH AV NE,,Washington DC,,20019,DC,3,,,38.91118985,-76.93440605,Geocoded address,THE SOUTHLAND CORPORTION,,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,Yes,94044.0
2003526,TIM FORTIS NRC/FC PULLMAN PLACE,Commercial,Commercial,,911 2ND ST NE,,Washington DC,,20002,DC,3,,,38.90174423,-77.00309689,Geocoded address,TIM FORTIS NRC/FC PULLMAN PLACE,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2016004.0
2000032,COMMUNICATIONS WORKERS OF AMERICA,Commercial,Commercial,,501 3RD ST NW,,Washington DC,,20001,DC,3,,,38.89655,-77.01478,,COMMUNICATION WORKERS OF AMERICA,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
6005176,NATIONAL PLACE LEASE CO LLC,Commercial,Commercial,,1331 PENNSYLVANIA AV NW,,Washington DC,,20004,DC,3,,,38.89636739,-77.0313718,Geocoded address,NATIONAL PLACE LEASE CO LLC,,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,
6002672,E&I AUTO SERVICE CTR INC,Commercial,Auto dealership/auto maintenance & repair,,518 10TH ST NE,,Washington DC,,20002,DC,3,,,38.89683748,-76.99300708,Geocoded address,E&I AUTO SERVICE CTR INC,,No,No,No,No,No,No,No,No,No,No,No,,No,
5004713,CAPITAL SERVICE STATION,Commercial,Retail fuel sales (non-marina),,2919 RHODE ISLAND AV NE,,Washington DC,,20018,DC,3,,,38.93350234,-76.96631851,Geocoded address,CAPITOL FORD,,No,No,No,No,No,No,No,No,No,No,No,,No,
2002875,AMERICAN CHEMICAL SOCIETY,Commercial,Commercial,,1155 16TH ST NW,,Washington DC,,20036,DC,3,,,38.90532889,-77.03607453,Geocoded address,AMERICAN CHEMICAL SOCIETY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,95011.0
2000112,COLUMBIA SQUARE,Commercial,Commercial,,555 13TH ST NW,,Washington DC,,20004,DC,3,,,38.89699669,-77.02935404,Geocoded address,13TH & F ASSOCIATES LTD PRTSHP,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000717,WOODWARD & LOTHROP INC.,Commercial,Industrial,,131 M ST NE,,Washington DC,,20002,DC,3,,,38.9051642,-77.00466741,Geocoded address,UNION STATION VENTURE  P-5 AS GENERAL PARTNER,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2001043.0
3001809,5612 CONNECTICUT AV NW,Commercial,Residential,,5612 CONNECTICUT AV NW,,Washington DC,,20015,DC,3,,,38.96527674,-77.07629608,Geocoded address,CIRCLE MANAGEMENT COMPANIES INC.,,No,No,No,No,No,No,No,No,No,No,No,,No,
2005106,WAREHOUSE,Commercial,Industrial,,60 O ST NW,,Washington DC,,20024,DC,3,,,38.90824174,-77.01110063,Geocoded address,SOME INC.,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000009,CONSOLIDATED WASTE INDUSTRIES IN,Commercial,Industrial,,1116 W ST NE,,Washington DC,,20018,DC,3,,,38.91936769,-76.99018719,Geocoded address,CONSOLIDATED WASTE INDUSTRIES IN,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,92089.0
5000019,HAPPY VALLEY FOOD INC,Commercial,Industrial,,1240 W ST NE,,Washington DC,,20018,DC,3,,,38.91934109,-76.98793639,Geocoded address,HAPPY VALLEY FOOD INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2004871,WARD PLACE ASSOCIATES,Commercial,Commercial,,2121 WARD PL NW,,Washington DC,,20037,DC,3,,,38.90640038,-77.04756775,Geocoded address,GREENHOOT & COHEN,,No,No,No,No,No,No,No,No,No,No,No,,Yes,99102.0
5003924,WAGGAMAN - BRAWNER REALTY CORP,Commercial,Trucking/transport/fleet operation,,2000 KENDALL ST NE,,Washington DC,,20002,DC,3,,,38.91367904,-76.98752837,Geocoded address,WAGGAMAN - BRAWNER REALTY CORP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,95046.0
4000765,"RHEEMAX, INC.",Commercial,Commercial,,6210 CHILLUM PL NW,,Washington DC,,20011,DC,3,,,38.96604265,-77.01119398,Geocoded address,DMD LIMITED PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,95052.0
5000010,HECHINGER ENTERPRISES,Commercial,Retail fuel sales (non-marina),,1700 BENNING RD NE,,Washington DC,,20002,DC,3,,,38.89949,-76.97927,Geocoded address,HECHINGER ENTERPRISES,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2020018.0
3001822,FORMER GAS STATION,Commercial,Commercial,,5532 CONNECTICUT AV NW,,Washington DC,,20015,DC,3,,,38.96417035,-77.07545177,Geocoded address,ALBERT R & LINDA HINTON,,No,No,No,No,No,No,No,No,No,No,No,,No,
4001364,TAKOMA METRO CENTER,Commercial,Commercial,,6856 EASTERN AV NW,,Washington DC,,20012,DC,3,,,38.97415736,-77.01374471,Geocoded address,SOUTH CHARLES REALTY CORP,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,92095.0
2002701,RESTAURANT,Commercial,Commercial,,908 11TH ST NW,,Washington DC,,20001,DC,3,,,38.90180214,-77.02738176,Geocoded address,1101 NEW YORK HOLDINGS LLC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2006008.0
5000047,SQUARE 677 NO 2 LTD PARTNERSHIP,Commercial,Other,,"701 - 703 N CAPITOL ST NE 
C/O TRAMMELL CROW REAL ESTATE",,Washington DC,,20002,DC,3,,,38.89901,-77.009,Geocoded address,SQUARE 677 NO 2 LTD PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,89032.0
5003818,AMERICAN POTOMAC DISTRIBUTING CO,Commercial,Trucking/transport/fleet operation,,2815 V ST NE,,Washington DC,,20018,DC,3,,,38.91863018,-76.9704092,Geocoded address,RONALD WIESE,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2008017.0
6003663,GREENWOOD WAREHOUSE,Commercial,Residential,,732 6TH ST SE,,Washington DC,,20003,DC,3,,,38.88038,-76.99843,Geocoded address,EWRLLC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,95076.0
5003923,WAGGAMAN-BRAWNER REALTY CORP,Commercial,Industrial,,1900 KENDALL ST NE,,Washington DC,,20002,DC,3,,,38.91314213,-76.98742296,Geocoded address,"ENID N WARNER, ETAL",,No,No,No,No,No,No,No,No,No,No,No,,Yes,95073.0
2003425,M I K PROJECT BY KAEMPFER MGMT S,Commercial,Other,,916 19TH ST NW,,Washington DC,,20036,DC,3,,,38.90375,-77.04346,Geocoded address,KAEMPFER MANAGEMENT SERVICES,,No,No,No,No,No,No,No,No,No,No,No,,Yes,89042.0
9000101,SID'S AUTO REPAIR SHOP,Commercial,Auto dealership/auto maintenance & repair,,2018 12TH ST NW,,Washington DC,,20009,DC,3,,,38.91754,-77.02811,Geocoded address,2018 12TH STREET LLC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2001017.0
1000067,CHAMPLAIN COMPANY INC,Commercial,Auto dealership/auto maintenance & repair,,2329 CHAMPLAIN ST NW,,Washington DC,,20009,DC,3,,,38.92122809,-77.04093012,Geocoded address,CHAMPLAIN COMPANY INC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,96074.0
2000693,UNITED DRUG SERVICE,Commercial,Commercial,,401 FLORIDA AV NE,,Washington DC,,20002,DC,3,,,38.90716,-77.00051,Geocoded address,GREENBERG REALTY PARTNERSHIP,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,99016.0
5005294,MAY DESIGN AND CONSTRUCTION,Commercial,Commercial,,1431 OKIE ST NE,,Washington DC,,20002,DC,3,,,38.91518395,-76.98188501,Geocoded address,MAY DESIGN AND CONSTRUCTION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,95051.0
3001701,WUSA TRANSMITTER,Commercial,Industrial,,4010 CHESAPEAKE ST NW,,Washington DC,,20016,DC,3,,,38.95053443,-77.07930514,Geocoded address,WRQX RADIO,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,95088.0
9000145,ALTURAS LLC,Commercial,Auto dealership/auto maintenance & repair,,1781 FLORIDA AV NW,,Washington DC,,20009,DC,3,,,38.91748037,-77.04089361,Geocoded address,ADAMS MORGAN F. C. SERVICE,VICTOR  KINBUNJA,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2002067.0
2005452,YALE STEAM LAUDRY,Commercial,Commercial,,437-443 NEW YORK AV NW,,Washington DC,,20001,DC,3,,,38.90497159,-77.017286,Geocoded address,YALE STEAM LIMITED PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,97001.0
9000155,JARBOE PRINTING COMPANY,Commercial,Commercial,,15 OGLETHORPE ST NW,,Washington DC,,20011,DC,3,,,38.96147405,-77.0075674,Geocoded address,JARBOE PROPERTIES LP,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,97079.0
9000176,WEST END COURT,Commercial,Commercial,,1255 22ND ST NW,,Washington DC,,20037,DC,3,,,38.90668264,-77.04836104,Geocoded address,1225 22ND STREET L. P.,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2003554,WASHINGTON AUDITORIUM,Commercial,Trucking/transport/fleet operation,,1140 3RD ST NE,,Washington DC,,20002,DC,3,,,38.90537119,-77.00241845,Geocoded address,LG INDUSTRIES INC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,98070.0
9000190,601 PENNSYLVANIA AVENUE,Commercial,Commercial,,601 PENNSYLVANIA AV NW,,Washington DC,,20004,DC,3,,,38.89329912,-77.02050143,Geocoded address,SAUL SUBSIDIARY II LTD PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000676,L'ENFANT PLAZA CITGO,Commercial,Retail fuel sales (non-marina),,970 D ST SW,,Washington DC,,20024,DC,3,,,38.8846594,-77.02535991,Geocoded address,"POTOMAC CREEK ASSOCIATES, LLC",,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000068,L'ENFANT PLAZA - EAST,Commercial,Commercial,,875 FRONTAGE RD SW,,Washington DC,,20024,DC,3,,,38.88303964,-77.02348657,Geocoded address,"POTOMAC CREEK ASSOCIATES, LLC",,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,91044.0
2003482,UNION CENTER PLAZA ASSOC III,Commercial,Commercial,,810 1ST ST NE,,Washington DC,,20002,DC,3,,,38.90060514,-77.00702569,Geocoded address,METROPOLITAN LIFE,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
6001998,RAY'S USED CARS,Commercial,Auto dealership/auto maintenance & repair,,2101 BENNING RD NE,,Washington DC,,20002,DC,3,,,38.8981474,-76.9739661,Geocoded address,1915 NEW YORK AVE LTD PTSH,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2017017.0
9000056,FORMER YORK SERVICE CO. INC.,Commercial,Commercial,,910 1ST ST SE,,Washington DC,,20003,DC,3,,,38.87918,-77.00587,Geocoded address,CHERFEIN JOINT VENTURE,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000707,FORMER NEXUS NIGHT CLUB,Commercial,Commercial,,909 NEW JERSEY AV SE,,Washington DC,,20003,DC,3,,,38.87886107,-77.00549282,Geocoded address,CHERFEIN JOINT VENTURE,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2005052.0
9000265,CLPF-CC PAVILION LP,Commercial,Commercial,,"5335 WISCONSIN AV NW
SUITE 380",,Washington DC,,20015,DC,3,,,38.96012506,-77.08484432,Geocoded address,CLPF - CC PAVILION LP,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
8003398,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,3426 18TH ST SE,,Washington DC,,20020,DC,3,,,38.84532,-76.97804,Geocoded address,"MOTIVA ENTERPRISES, LLC",,No,No,No,No,No,No,No,No,No,No,No,,No,
6005535,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,1401 MARYLAND AV NE,,Washington DC,,20002,DC,3,,,38.89909946,-76.9850917,Geocoded address,"MOTIVA ENTERPRISES, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,94023.0
3005002,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,4307 WISCONSIN AV NW,,Washington DC,,20016,DC,3,,,38.94505,-77.07806,Geocoded address,"MOTIVA ENTERPRISES, LLC",,No,No,No,No,No,No,No,No,No,No,No,,Yes,93016.0
2000649,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,1401 14TH ST NW,,Washington DC,,20005,DC,3,,,38.90921727,-77.03169083,Geocoded address,"MOTIVA ENTERPRISES, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2000657,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,212 M ST SE,,Washington DC,,20003,DC,3,,,38.87673303,-77.00262169,Geocoded address,"MOTIVA ENTERPRISES, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,90075.0
4000645,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,5913 BLAIR RD NW,,Washington DC,,20011,DC,3,,,38.96200835,-77.0097228,Geocoded address,"MOTIVA ENTERPRISES, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
6000653,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,1550 PENNSYLVANIA AV SE,,Washington DC,,20003,DC,3,,,38.87933394,-76.98209406,Geocoded address,"MOTIVA ENTERPRISES, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2013009.0
5001912,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,2001 BLADENSBURG RD NE,,Washington DC,,20018,DC,3,,,38.9174,-76.97227,Geocoded address,"MOTIVA ENTERPRISES, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
5000644,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,2100 S DAKOTA AV NE,,Washington DC,,20018,DC,3,,,38.919,-76.95662,Geocoded address,"MOTIVA ENTERPRISES, LLC",,No,No,No,No,No,No,No,No,No,No,No,,Yes,89017.0
5000652,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,1944 BLADENSBURG RD NE,,Washington DC,,20006,DC,3,,,38.9168891,-76.97322474,Geocoded address,"MOTIVA ENTERPRISES, LLC",,No,No,No,No,No,No,No,No,No,No,No,,Yes,89035.0
7000643,SHELL OIL COMPANY,Commercial,Retail fuel sales (non-marina),,4107 ALABAMA AV SE,,Washington DC,,20019,DC,3,,,38.87029531,-76.94366523,Geocoded address,"MOTIVA ENTERPRISES, LLC",,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,90035.0
