ï»¿OBJECTID,LUSTKEY,DERRID,PROJECTMAN,NOTIFICATI,DATECLOSE,CLOSURETYPE,DEPTHGW,GWFLOWDIR1,GWFLOWDIR2,CAPSOILTRE,CAPH2OTREA,PSTFUNDSTA,PSTFUNDPER,DEDUCTIBLE,FACILITYID,NFAFORM,MAPLABEL,BLUESTAKES,ENVCOV,RESIDUALCONTAMMAP
1088,4683,MDH,Nicole Chavez,10/12/2006 12:00:00 AM,9/7/2023 12:00:00 AM,< Tier 1,7-10,W,,0.0,0.0,Eligible (100),100.0,10000.0,1591,Tier 1 Worksheet,MDH - MAVERIK #312,No,No,No
1089,4350,LSV,Michael Pecorelli,6/13/2003 12:00:00 AM,7/22/2003 12:00:00 AM,> Tier 1,,,,0.0,0.0,,0.0,0.0,1594,Tier 1 Worksheet w/ Supp. Info,LSV - KARMART,No,No,No
1090,3726,KXC,Kevin Beery,3/18/1999 12:00:00 AM,5/15/2001 12:00:00 AM,< Tier 1,7 ft,SW,,0.0,0.0,,0.0,0.0,1595,Tier 1 Worksheet,"KXC - PETERSEN MARINE SUPPLY, INC.",No,No,No
1091,3682,KVJ,Kevin Beery,1/12/1999 12:00:00 AM,11/19/2004 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,1596,Tier 1 Worksheet,KVJ - NEBCO SERVICE,No,No,No
1092,707,FSF,Hillary Mason,5/3/1990 12:00:00 AM,12/13/1996 12:00:00 AM,<blank>,>20ft,,,,,,,,1597,Tier 1 Worksheet,FSF - EAST CANYON STATE PARK,No,No,No
1093,708,GJX,[Shelly Quick],12/11/1990 12:00:00 AM,3/27/1995 12:00:00 AM,<blank>,9ft,NW,,460.0,0.0,,,,1598,<blank>,GJX - AMCOR PIPE PLANT,No,No,No
1094,709,IUB,Mark Crim,12/2/1994 12:00:00 AM,9/10/2002 12:00:00 AM,< Tier 1,~ 10 ft bgs,NW,,35.0,0.0,,,,1599,Tier 1 Worksheet w/ Supp. Info,IUB - AAMCO TRANSMISSIONS,No,No,No
1095,5098,MRN,Kevin Beery,8/18/2010 12:00:00 AM,9/16/2010 12:00:00 AM,< Tier 1,>50,W,NW,0.0,0.0,,0.0,0.0,1602,Tier 1 Worksheet,MRN - ROY SINCLAIR,No,No,No
1096,710,JOM,UST,6/19/1996 12:00:00 AM,6/19/1996 12:00:00 AM,< RCL/MCL,,,,,,,,,1602,UST NFA,JOM - ROY SINCLAIR,No,No,No
1097,711,HWY,[Pete Stewart],11/11/1992 12:00:00 AM,2/8/1993 12:00:00 AM,Int. CO Files to LUST,~40ft,NW,,,,,,,1602,<blank>,HWY - ROY SINCLAIR,No,No,No
1098,5712,NPK,Kevin Beery,10/26/2017 12:00:00 AM,9/1/2020 12:00:00 AM,< Tier 1,49' bg (2020),W,,0.0,0.0,Eligible (100),100.0,10000.0,1602,Tier 1 Worksheet,NPK - ROY SINCLAIR,No,No,No
1099,6028,OBT,Kevin Beery,9/13/2021 12:00:00 AM,5/9/2022 12:00:00 AM,< ISLs,,,,0.0,0.0,,0.0,0.0,1602,Tier 1 Worksheet,OBT - ROY SINCLAIR,No,No,No
1100,712,HFA,Morgan Atkinson,11/15/1991 12:00:00 AM,1/5/1999 12:00:00 AM,< RCL,8ft,W,NW,792.0,0.0,,0.0,0.0,1603,Tier 1 Worksheet w/ Supp. Info,HFA - SINCLAIR #43026,No,No,No
1101,713,HCA,[Dale Urban],9/17/1991 12:00:00 AM,4/18/1995 12:00:00 AM,<blank>,Unknown,,,0.0,,,,,1609,<blank>,HCA - FAA-UPTON (QTP),No,No,No
1102,3868,LCG,Michael Pecorelli,9/30/1999 12:00:00 AM,7/22/2005 12:00:00 AM,< RCL,> 25 ft,SW,,0.0,0.0,Eligible (100),100.0,10000.0,1610,Tier 1 Worksheet,LCG - PLEASANT VIEW MARKET/WOODRUFF AUTO,No,No,No
1103,714,IPT,[Jim Martin],6/27/1994 12:00:00 AM,12/23/1994 12:00:00 AM,Int. CO Files to LUST,Unknown,,,0.0,,,0.0,0.0,1611,<blank>,IPT - MINIT LUBE #1023,No,No,No
1104,715,GLO,[Shelly Quick],1/2/1991 12:00:00 AM,7/13/1992 12:00:00 AM,<blank>,Unknown,,,100.0,,,,,1612,<blank>,"GLO - HOWE RENTS OF OGDEN, INC.",No,No,No
1105,5989,OAE,Molly Parker,3/11/2021 12:00:00 AM,9/22/2021 12:00:00 AM,> Tier 1,14' bg,,,0.0,0.0,Eligible (100),100.0,10000.0,1614,Tier 1 Worksheet,OAE - SOUTH OGDEN CITY PUBLIC WORKS,No,No,No
1106,716,HOU,[Pete Stewart],5/28/1992 12:00:00 AM,5/31/1995 12:00:00 AM,<blank>,unknown,,,20.0,,,0.0,0.0,1615,<blank>,HOU - MAVERIK #207 OGDEN,No,No,No
1107,6080,ODT,Hong-Lei Tao,3/24/2022 12:00:00 AM,9/6/2023 12:00:00 AM,< Tier 1,>30 ft,,,0.0,0.0,,0.0,0.0,1617,Tier 1 Worksheet,ODT - JACKSON FOOD STORES #238,No,No,No
1108,717,JUD,Mark Crim,10/15/1996 12:00:00 AM,9/11/1997 12:00:00 AM,<blank>,9-15ft,S,,0.0,,,,,1620,Closeout Checklist,JUD - BROWNING USAR CENTER (ARMY RESERVE),No,No,No
1109,5310,MZP,Kevin Beery,12/11/2012 12:00:00 AM,12/24/2012 12:00:00 AM,< Tier 1,12,W,,0.0,0.0,,,0.0,1621,Tier 1 Worksheet,MZP - SUNMART 967,No,No,No
1110,718,IUD,[Jim Martin],12/17/1994 12:00:00 AM,6/19/1996 12:00:00 AM,<blank>,~5-15ft,W,,,0.0,Eligible (100),100.0,10000.0,1621,<blank>,IUD - SUNMART 967,No,No,No
1111,719,JIS,Mark Crim,2/22/1996 12:00:00 AM,7/3/1996 12:00:00 AM,<blank>,,,,,,,0.0,0.0,1621,<blank>,JIS - SUNMART 967,No,No,No
1112,3663,KUR,Kevin Beery,10/26/1998 12:00:00 AM,11/17/2008 12:00:00 AM,< RCL/MCL,12-17,NW,,0.0,0.0,Eligible (100),100.0,10000.0,1621,Tier 1 Worksheet w/ Supp. Info,KUR - SUNMART 967,No,No,No
1113,720,GMR,[Shelly Quick],1/17/1991 12:00:00 AM,5/2/1995 12:00:00 AM,<blank>,,,,,,,,,1625,<blank>,GMR - PARKS and CEMETERY SHOP,No,No,No
1114,3913,LDS,Kevin Beery,10/21/1999 12:00:00 AM,5/8/2000 12:00:00 AM,< Tier 1,~ 30 ft bgs,W,,0.0,0.0,,0.0,0.0,1625,Tier 1 Worksheet,LDS - PARKS and CEMETERY SHOP,No,No,No
1115,5740,NQM,UST,1/11/2018 12:00:00 AM,1/23/2018 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,1625,UST NFA,NQM - PARKS and CEMETERY SHOP,No,No,No
1116,721,HUZ,[Pete Stewart],9/18/1992 12:00:00 AM,11/15/1994 12:00:00 AM,Int. CO Files to LUST,,,,,,,,,1630,<blank>,HUZ - EL MONTE GOLF COURSE,No,No,No
1117,5026,MPE,Mark Crim,1/7/2010 12:00:00 AM,2/16/2022 12:00:00 AM,< Tier 1,8,NW,,1800.0,0.0,,,0.0,1631,Tier 1 Worksheet,MPE - OGDEN FIRE DEPT.,No,No,No
1118,722,GLZ,Kevin Beery,1/25/1991 12:00:00 AM,9/25/2013 12:00:00 AM,< Tier 1,~8ft - 11ft,E,SE,,,,,10000.0,1632,Tier 1 Worksheet w/ Supp. Info,GLZ - CENTRAL GARAGE,No,No,No
1119,3747,KXU,Kevin Beery,3/8/1999 12:00:00 AM,9/25/2013 12:00:00 AM,< Tier 1,9-12,NE,SE,0.0,0.0,Eligible (100),100.0,10000.0,1632,Tier 1 Worksheet w/ Supp. Info,KXU - CENTRAL GARAGE,No,No,No
1120,5750,NQW,UST,2/8/2018 12:00:00 AM,2/26/2018 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,1632,UST NFA,NQW - CENTRAL GARAGE,No,No,No
1121,4707,MEE,[Robin Davis],12/8/2006 12:00:00 AM,4/22/2008 12:00:00 AM,> Tier 1,>10 ft,,,1.0,0.0,,0.0,0.0,1635,Tier 1 Worksheet w/ Supp. Info,MEE - MAVERIK #313,No,No,No
1122,4803,MHP,Mark Crim,8/29/2007 12:00:00 AM,11/1/2007 12:00:00 AM,> Tier 1,,,,0.0,0.0,,0.0,0.0,1635,Internal Closeout Memo,MHP - MAVERIK #313,No,No,No
1123,5353,NBH,UST,7/30/2013 12:00:00 AM,8/12/2013 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,1635,UST NFA,NBH - MAVERIK #313,No,No,No
1124,724,FXW,Hillary Mason,7/17/1990 12:00:00 AM,12/13/1996 12:00:00 AM,<blank>,~10ft,N,NW,,0.0,,,,1637,Tier 1 Worksheet,FXW - WEBER COUNTY CORP. ROAD DEPT.,No,No,No
1125,725,JWU,[Lenora Bishop],12/11/1996 12:00:00 AM,3/19/1998 12:00:00 AM,> Tier 1,~10ft,N,NW,646.0,0.0,Eligible (100),100.0,10000.0,1637,Tier 1 Worksheet w/ Supp. Info,JWU - WEBER COUNTY CORP. ROAD DEPT.,No,No,No
1126,5598,NKY,UST,7/12/2016 12:00:00 AM,8/1/2016 12:00:00 AM,< ISL,,,,4.0,0.0,,,0.0,1638,UST NFA,NKY - UNITED STATES POSTAL SERVICE,No,No,No
1127,3570,KRD,UST,9/17/1998 12:00:00 AM,10/8/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,1639,UST NFA,KRD - OGDEN (OGD) VORTAC,No,No,No
1128,726,HTJ,[Pete Stewart],8/21/1992 12:00:00 AM,5/2/1996 12:00:00 AM,<blank>,~150ft,,,35.0,,,,,1640,Tier 1 Worksheet,HTJ - 23RD ST. RESERVOIR,No,No,No
1129,727,HVF,[Pete Stewart],10/13/1992 12:00:00 AM,12/11/1995 12:00:00 AM,<blank>,~11.5ft,,,10.0,,,,,1641,<blank>,HVF - 46TH ST. PUMP HOUSE,No,No,No
1130,728,HTK,[Pete Stewart],8/25/1992 12:00:00 AM,1/4/1996 12:00:00 AM,<blank>,~19ft,NW,,15.0,0.0,,,,1643,<blank>,HTK - OGDEN CITY FILTER PLANT,No,No,No
1131,729,IJY,Mark Crim,12/7/1993 12:00:00 AM,9/5/1996 12:00:00 AM,<blank>,9ft,NW,,,,,,,1644,Tier 1 Worksheet,"IJY - SEARS, ROEBUCK and CO.",No,No,No
1132,4343,LSN,Michael Pecorelli,6/2/2003 12:00:00 AM,7/20/2012 12:00:00 AM,> Tier 1,3-7 feet bgs,S,W,3310.0,10000.0,Eligible (100),100.0,10000.0,1646,Tier 1 Worksheet w/ Supp. Info,LSN - RJ'S COUNTRY MARKET SINCLAIR,Yes,No,No
1133,5851,NUV,Hong-Lei Tao,7/3/2019 12:00:00 AM,8/26/2019 12:00:00 AM,Int. CO Files to LUST,,,,0.0,0.0,,,0.0,1650,Internal Closeout Memo,NUV - OGDEN MINI MART STORE NO. 4,No,No,No
1134,5850,NUU,Kevin Beery,6/27/2019 12:00:00 AM,12/17/2021 12:00:00 AM,< Tier 1,16,NW,,0.0,0.0,Eligible (100),100.0,10000.0,1651,Tier 1 Worksheet,NUU - KWICK STOP 1453,No,No,No
1135,730,FLD,[Shelly Quick],12/19/1989 12:00:00 AM,7/14/1995 12:00:00 AM,<blank>,10 - 14 ft bgs,S,SW,0.0,0.0,,,,1653,<blank>,FLD - SKYLINE ASSOCIATES,No,No,No
1136,731,HOY,[Pete Stewart],6/4/1992 12:00:00 AM,12/4/1992 12:00:00 AM,<blank>,~12ft,,,0.0,0.0,,,,1655,<blank>,HOY - WEBER COUNTY EMERGENCY MANAGEMEN,No,No,No
1137,732,FMS,Hillary Mason,1/23/1990 12:00:00 AM,9/1/2004 12:00:00 AM,< Tier 1,~10ft,W,,,,,,,1660,Tier 1 Worksheet,FMS - FRED JONES PROPERTY,No,No,No
1138,733,FHC,[Shelly Quick],9/13/1989 12:00:00 AM,6/13/1990 12:00:00 AM,<blank>,,,,,,,,,1662,<blank>,FHC - CENTRAL WEBER SEWER DISTRICT,No,No,No
1139,734,HRX,[Pete Stewart],7/20/1992 12:00:00 AM,12/15/1995 12:00:00 AM,<blank>,,,,,,,0.0,0.0,1664,<blank>,HRX - COMMON CENTS EXXON - # 253 OGDEN,No,No,No
1140,3534,KPS,UST,8/27/1998 12:00:00 AM,8/31/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,1664,UST NFA,KPS - COMMON CENTS EXXON - # 253 OGDEN,No,No,No
1141,4369,LTN,UST,7/15/2003 12:00:00 AM,7/15/2003 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,1664,UST NFA,LTN - COMMON CENTS EXXON - # 253 OGDEN,No,No,No
1142,735,GKI,[Shelly Quick],12/17/1990 12:00:00 AM,5/9/1995 12:00:00 AM,<blank>,,,,0.0,,,,,1666,<blank>,GKI - DISTRICT PUMP STATION,No,No,No
1146,737,JRN,Michael Pecorelli,8/13/1996 12:00:00 AM,10/9/1996 12:00:00 AM,< RCL,,,,,,,0.0,0.0,1676,<blank>,JRN - COMMON CENTS #263,No,No,No
1147,738,JZX,Michael Pecorelli,4/16/1997 12:00:00 AM,10/20/1997 12:00:00 AM,< Tier 1,5.5 ft,NW,,0.0,0.0,,0.0,0.0,1676,Tier 1 Worksheet,JZX - COMMON CENTS #263,No,No,No
1148,739,HOL,Kevin Beery,5/29/1992 12:00:00 AM,10/8/2003 12:00:00 AM,Internal Close-out,12,NW,NW,,,,0.0,0.0,1678,Internal Closeout Memo,HOL - MIKE'S FUEL STOP,No,No,No
1149,5401,NDD,Kevin Beery,5/21/2014 12:00:00 AM,12/11/2015 12:00:00 AM,< ISL,5-6,S,,0.0,0.0,Eligible (100),100.0,10000.0,1678,Tier 1 Worksheet,NDD - MIKE'S FUEL STOP,No,No,No
1150,740,GDP,[Shelly Quick],9/5/1990 12:00:00 AM,6/6/1995 12:00:00 AM,<blank>,,,,,,,,,1679,<blank>,GDP - DON'S PLUMBING and SUPPLY,No,No,No
1151,741,JZA,UST,3/17/1997 12:00:00 AM,3/17/1997 12:00:00 AM,< RCL/MCL,,,,,,,,,1682,UST NFA,JZA - SOCIAL SERVICE YOUTH CORRECTIONS,No,No,No
1152,742,GBX,[Shelly Quick],8/31/1990 12:00:00 AM,7/19/1994 12:00:00 AM,<blank>,~8.5ft,SW,,24.0,0.0,,,,1683,<blank>,GBX - ROY SWITCH YARD,No,No,No
1153,743,FYV,Mark Crim,7/30/1990 12:00:00 AM,8/22/2002 12:00:00 AM,< Tier 1,~10ft,NW,,2305.0,0.0,,,,1684,Tier 1 Worksheet w/ Supp. Info,FYV - OGDEN SWITCH YARD,No,No,No
1154,744,GLW,Mark Crim,1/11/1991 12:00:00 AM,4/2/1997 12:00:00 AM,<blank>,15 ft,W,,,,,,,1685,Tier 1 Worksheet,GLW - OGDEN DEPOT,No,No,No
1155,745,FRG,[Robin Jenkins],4/26/1990 12:00:00 AM,6/11/1998 12:00:00 AM,< Tier 1,8-10 ft,SE,,,,Ineligible (0),0.0,0.0,1686,Tier 1 Worksheet,FRG - CHEVRON 7-2821,No,No,No
1156,746,FVU,Mark Crim,6/8/1990 12:00:00 AM,4/5/1996 12:00:00 AM,<blank>,>10ft,,,0.0,,,,,1687,Tier 1 Worksheet,FVU - RICHARDS SHEET METAL,No,No,No
1388,920,HVW,[Victor Scherer],10/22/1992 12:00:00 AM,5/4/1995 12:00:00 AM,<blank>,~23ft,,,,,,,,2071,<blank>,HVW - UDOT MAINT. YARD #333 UHP PUMP,No,No,No
1157,747,FVP,Hillary Mason,6/18/1990 12:00:00 AM,6/9/1999 12:00:00 AM,< Tier 1,~7-13 ft,W,SW,0.0,0.0,,,,1688,Tier 1 Worksheet w/ Supp. Info,FVP - HERITAGE PARK CARE CENTER,No,No,No
1158,748,GBZ,[Shelly Quick],8/31/1990 12:00:00 AM,6/5/1995 12:00:00 AM,<blank>,20ft,W,SW,20.0,,,,,1693,<blank>,GBZ - UINTAH STATION,No,No,No
1159,749,FYW,Mark Crim,7/30/1990 12:00:00 AM,4/12/2002 12:00:00 AM,Internal Close-out,10',W,,,,,,,1697,Internal Closeout Memo,FYW - AMALGAMATED SUGAR DOWNTOWN OFFIC,No,No,No
1160,750,JPX,Michael Pecorelli,7/31/1996 12:00:00 AM,8/1/1997 12:00:00 AM,> Tier 1,7.5-9ft,NW,,0.0,0.0,,0.0,0.0,1699,Tier 1 Worksheet w/ Supp. Info,JPX - PETRO MART V,No,No,No
1162,751,GJT,Mark Crim,12/14/1990 12:00:00 AM,3/12/1998 12:00:00 AM,> Tier 1,7-8ft,W,NW,,,,,,1702,Closeout Checklist,GJT - AMERICAN CAN COMPANY,No,No,No
1163,752,GHZ,Hillary Mason,11/13/1990 12:00:00 AM,10/15/2003 12:00:00 AM,< Tier 1,~12,NW,,400.0,500.0,,,,1703,Tier 1 Worksheet,GHZ - HANSEN'S INC. M and M INVESTMENTS,No,No,No
1164,753,GKW,[Shelly Quick],12/20/1990 12:00:00 AM,2/16/1994 12:00:00 AM,<blank>,Unknown,,,62.0,0.0,,,,1706,<blank>,GKW - DOUG SAY REPAIR,No,No,No
1165,754,GZS,[Shelly Quick],7/26/1991 12:00:00 AM,5/28/1993 12:00:00 AM,<blank>,~270ft,,,50.0,,,,,1708,<blank>,GZS - NORDIC RADIATOR,No,No,No
1166,755,HQA,[Pete Stewart],6/19/1992 12:00:00 AM,5/30/1995 12:00:00 AM,<blank>,~ 15 ft bgs,,,60.0,,,,,1709,<blank>,HQA - PREVIOUSLY HUSKY,No,No,No
1167,756,GJZ,Mark Crim,12/6/1990 12:00:00 AM,3/31/1997 12:00:00 AM,<blank>,~ 14 ft bgs,SW,,,0.0,,,,1711,Closeout Checklist,GJZ - PRO BLVD DETAIL,No,No,No
1168,757,HBM,Mark Crim,8/29/1991 12:00:00 AM,3/13/1998 12:00:00 AM,< RCL,~ 12 ft,W,,100.0,0.0,,0.0,0.0,1716,Closeout Checklist,HBM - WHEELWRIGHT LUMBER CO.,No,No,No
1169,758,JDV,Mark Crim,10/5/1995 12:00:00 AM,3/13/1998 12:00:00 AM,< RCL,~12 ft,W,,0.0,0.0,,0.0,0.0,1716,Closeout Checklist,JDV - WHEELWRIGHT LUMBER CO.,No,No,No
1170,759,IRZ,[Dale Urban],8/5/1994 12:00:00 AM,5/5/2000 12:00:00 AM,< Tier 1,>15 ft,W,,0.0,0.0,,0.0,0.0,1717,Tier 1 Worksheet,IRZ - YANKEE GROCERY,No,No,No
1173,5139,MTA,UST,1/18/2011 12:00:00 AM,1/25/2011 12:00:00 AM,< ISL,,,,0.0,0.0,,0.0,0.0,1718,UST NFA,MTA - MITCH'S SERVICE,No,No,No
1174,762,HRN,[Pete Stewart],7/22/1992 12:00:00 AM,8/17/1994 12:00:00 AM,<blank>,11ft,,,0.0,,,,,1720,<blank>,HRN - BODY SHOP,No,No,No
1175,3320,KIW,Morgan Atkinson,1/30/1998 12:00:00 AM,1/5/1999 12:00:00 AM,< Tier 1,6.6 ft,W,SW,0.0,0.0,,0.0,0.0,1726,Tier 2 Worksheet,KIW - OGDEN REGIONAL MEDICAL CENTER,No,No,No
1176,5373,NCB,Hong-Lei Tao,11/12/2013 12:00:00 AM,12/10/2013 12:00:00 AM,< Tier 1,>2.5 feet,,,0.0,0.0,,,0.0,1726,Tier 1 Worksheet,NCB - OGDEN REGIONAL MEDICAL CENTER,No,No,No
1177,5478,NGC,UST,2/24/2015 12:00:00 AM,5/7/2015 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,1727,UST NFA,NGC - CLIFF'S SERVICE,No,No,No
1178,763,IGI,Mark Crim,9/2/1993 12:00:00 AM,4/10/2003 12:00:00 AM,< RCL/MCL,18 feet,W,,700.0,,,,,1728,Tier 1 Worksheet,IGI - OGDEN VALLEY COMMUNITY CHURCH,No,No,No
1179,5399,NDB,UST,5/1/2014 12:00:00 AM,5/13/2014 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,1730,UST NFA,NDB - FAST STOP 1102,No,No,No
1180,764,JOE,Kevin Beery,6/12/1996 12:00:00 AM,4/3/2000 12:00:00 AM,< RCL/MCL,36ft,NW,,130.0,,Eligible (100),100.0,10000.0,1732,Tier 1 Worksheet w/ Supp. Info,JOE - MORGAN CITY SHOP,No,No,No
1181,765,GQH,[John Menatti],6/7/1990 12:00:00 AM,1/17/2001 12:00:00 AM,< Tier 1,8 ft,NE,,0.0,0.0,,,,1733,Tier 1 Worksheet w/ Supp. Info,GQH - FORMER CHEVRON #72956 SITE,No,No,No
1182,766,HGW,[Dale Urban],12/11/1991 12:00:00 AM,11/12/1998 12:00:00 AM,< Tier 1,~ 25 ft bgs,S,,0.0,,,,,1734,Tier 1 Worksheet,HGW - STODDARD INN,No,No,No
1183,767,IKL,Mark Crim,1/7/1994 12:00:00 AM,8/22/2000 12:00:00 AM,> Tier 1,~11ft,NW,,95.0,0.0,,,,1735,Tier 1 Worksheet w/ Supp. Info,IKL - WESTERN COLONY INN,No,No,No
1184,4555,LYW,UST,6/20/2005 12:00:00 AM,6/20/2005 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,1736,UST NFA,LYW - MAVERIK #598 EDEN,No,No,No
1185,5826,NTW,UST,12/13/2018 12:00:00 AM,1/8/2019 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,1736,UST NFA,NTW - MAVERIK #598 EDEN,No,No,No
1186,3566,KQZ,Lauran Ortman,10/5/1998 12:00:00 AM,9/6/2018 12:00:00 AM,< Tier 1,5,N,S,0.0,0.0,Eligible (100),100.0,10000.0,1739,Tier 1 Worksheet,KQZ - FAST STOP 1103,No,No,No
1187,769,IPD,[Rocky Stonestreet],6/7/1994 12:00:00 AM,9/29/1995 12:00:00 AM,<blank>,30ft,S,,,,,,,1741,<blank>,IPD - TAGGART SERVICE,No,No,No
1188,4782,MGX,Michael Pecorelli,7/23/2007 12:00:00 AM,6/24/2014 12:00:00 AM,> Tier 1,32,SW,,0.0,0.0,Eligible (100),100.0,10000.0,1743,Tier 1 Worksheet w/ Supp. Info,MGX - EXCEL PARKSIDE,No,No,No
1189,4352,LSX,[Melissa Turchi],6/17/2003 12:00:00 AM,7/29/2003 12:00:00 AM,> Tier 1,,,,0.0,0.0,,0.0,0.0,1744,Tier 1 Worksheet w/ Supp. Info,LSX - JACK'S GARAGE,No,No,No
1190,770,HIF,Mark Crim,1/13/1992 12:00:00 AM,8/24/2006 12:00:00 AM,> Tier 1,12',W,SW,90.0,,,,,1745,Tier 1 Worksheet,HIF - LELIS AUTOMATIC TRANSMISSION,No,No,No
1191,5023,MPB,UST,1/4/2010 12:00:00 AM,1/25/2010 12:00:00 AM,< ISL,,,,0.0,0.0,,0.0,0.0,1746,UST NFA,MPB - CHICKEN HUT SINCLAIR,No,No,No
1192,771,IRJ,[Jim Martin],8/30/1994 12:00:00 AM,4/13/1995 12:00:00 AM,<blank>,>15ft,,,0.0,,,0.0,0.0,1747,<blank>,IRJ - MASTER LUBE INC.,No,No,No
1193,772,KDE,Kevin Beery,7/15/1997 12:00:00 AM,10/19/2006 12:00:00 AM,< RCL,~5 ft,,,660.0,,Eligible (100),100.0,10000.0,1748,Tier 1 Worksheet w/ Supp. Info,KDE - DALLAS GREEN FARM SUPPLY,No,No,No
1194,773,JBT,Michael Pecorelli,8/22/1995 12:00:00 AM,1/13/2000 12:00:00 AM,> Tier 1,80 feet,NW,,2880.0,,Eligible (100),100.0,10000.0,1749,Tier 2 Worksheet,"JBT - CHRIS' RESTAURANT, LLC",No,No,No
1195,774,HNU,[John Menatti],5/13/1992 12:00:00 AM,1/28/2002 12:00:00 AM,> Tier 1,8-9 feet bgs,NE,,231.0,0.0,,,,1750,Tier 1 Worksheet w/ Supp. Info,HNU - HOLLEY'S SERVICE,No,No,No
1196,775,IKH,[Edward Fall],12/15/1993 12:00:00 AM,7/20/1998 12:00:00 AM,< Tier 1,6 ft,NW,,323.0,300.0,Eligible (100),100.0,25000.0,1751,Tier 1 Worksheet w/ Supp. Info,IKH - HANDI MART,No,No,No
1197,776,HAZ,[Shelly Quick],8/22/1991 12:00:00 AM,11/15/1994 12:00:00 AM,<blank>,Unknown,,,135.0,,,,,1753,<blank>,HAZ - MARIE MORRIS SMITH,No,No,No
1198,777,HTY,[John Menatti],8/28/1992 12:00:00 AM,2/12/2001 12:00:00 AM,< Tier 1,6 ft,SW,W,7756.0,0.0,Ineligible (0),0.0,0.0,1755,Tier 1 Worksheet w/ Supp. Info,HTY - BARKER'S SERVICE,No,No,No
1199,778,JTS,Kevin Beery,9/25/1996 12:00:00 AM,7/6/2011 12:00:00 AM,< Tier 1,8,W,,3000.0,1500.0,Eligible (100),100.0,10000.0,1756,Tier 1 Worksheet w/ Supp. Info,JTS - BOEHME'S AUTO PARTS,No,No,No
1200,779,JPK,[Edward Fall],7/17/1996 12:00:00 AM,6/30/1997 12:00:00 AM,<blank>,21ft,W,NW,0.0,,,0.0,0.0,1759,Closeout Checklist,JPK - SHOP FAST 40 ST MARKET,No,No,No
1202,780,HGX,[Shelly Quick],12/12/1991 12:00:00 AM,8/22/1995 12:00:00 AM,<blank>,13-15ft,SW,,923.0,,,,,1762,<blank>,HGX - WEBER HIGH SCHOOL,No,No,No
1203,781,HGY,Hillary Mason,12/12/1991 12:00:00 AM,12/18/1996 12:00:00 AM,<blank>,unknown,,,,,,,,1763,Tier 1 Worksheet,HGY - ROY HIGH SCHOOL,No,No,No
1204,782,HNM,[Pete Stewart],4/27/1992 12:00:00 AM,7/28/1992 12:00:00 AM,<blank>,15 ft bgs,,,0.0,,,,,1766,<blank>,HNM - ROADSHOW,No,No,No
1205,783,HVT,Hillary Mason,10/13/1992 12:00:00 AM,7/19/1996 12:00:00 AM,<blank>,~10ft,SW,,0.0,,,,,1768,Tier 1 Worksheet,HVT - HEINER FORD,No,No,No
1206,784,KHD,UST,1/4/1996 12:00:00 AM,1/12/1996 12:00:00 AM,< RCL/MCL,,,,,,,,,1769,UST NFA,KHD - BOYCE CONSTRUCTION,No,No,No
1207,3587,KRU,Mark Crim,10/26/1998 12:00:00 AM,12/16/1998 12:00:00 AM,Internal Close-out,,,,0.0,0.0,,0.0,0.0,1770,Internal Closeout Memo,KRU - DAVID EARLY #6,No,No,No
1208,785,HVI,[Pete Stewart],10/8/1992 12:00:00 AM,5/10/1995 12:00:00 AM,<blank>,unknown,,,0.0,0.0,,,,1771,<blank>,HVI - HUNTSVILLE CITY,No,No,No
1209,786,HTW,Mark Crim,9/3/1992 12:00:00 AM,3/30/2001 12:00:00 AM,< Tier 1,less than 10',W,SW,0.0,0.0,,0.0,0.0,1773,Tier 1 Worksheet,HTW - LITTLE MTN. SANITARY SEWER FAC.,No,No,No
1210,787,IBP,[Pete Stewart],4/12/1993 12:00:00 AM,8/23/1993 12:00:00 AM,<blank>,Unknown,,,28.0,,,,,1774,<blank>,IBP - FIRESTONE MASTERCARE,No,No,No
1211,788,HWT,[Pete Stewart],6/15/1992 12:00:00 AM,10/19/1995 12:00:00 AM,<blank>,6.5ft,,,8.0,0.0,,,,1776,<blank>,HWT - J M BODILY AND SONS,No,No,No
1212,4364,LTI,UST,7/7/2003 12:00:00 AM,7/7/2003 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,1778,UST NFA,LTI - UTAH POWER and LIGHT COMPANY,No,No,No
1213,789,IHM,[Kate Johnson],10/13/1993 12:00:00 AM,10/15/1993 12:00:00 AM,Int. CO Files to UST,,,,,,,,,1780,<blank>,IHM - FROERERE POINT #6,No,No,No
